Date,time_ist,Datetime,pm2_5_api,pm10_api,no2_api,co_api
01-01-2024,00:00:00,01-01-2024 00:00,185,244.5,17.825,0.866666667
01-01-2024,01:00:00,01-01-2024 01:00,184.5,239.25,14.475,0.775
01-01-2024,02:00:00,01-01-2024 02:00,172.75,225.75,15.4,
01-01-2024,03:00:00,01-01-2024 03:00,172.75,229,16.925,
01-01-2024,04:00:00,01-01-2024 04:00,182.5,258.25,15.275,
01-01-2024,05:00:00,01-01-2024 05:00,177,254.25,14.425,0.6
01-01-2024,06:00:00,01-01-2024 06:00,178,255.75,13.8,0.7
01-01-2024,07:00:00,01-01-2024 07:00,183.5,264.25,12.1,0.7
01-01-2024,08:00:00,01-01-2024 08:00,161,226.25,11.625,0.75
01-01-2024,09:00:00,01-01-2024 09:00,154.25,222,13.125,0.866666667
01-01-2024,10:00:00,01-01-2024 10:00,163.75,236.25,14.45,0.9
01-01-2024,11:00:00,01-01-2024 11:00,176.5,252.25,16.6,1
01-01-2024,12:00:00,01-01-2024 12:00,192.5,283.5,17.15,1
01-01-2024,13:00:00,01-01-2024 13:00,203.25,299.5,17.2,0.85
01-01-2024,14:00:00,01-01-2024 14:00,209,308,14.675,0.75
01-01-2024,15:00:00,01-01-2024 15:00,190.5,273.75,12.55,0.675
01-01-2024,16:00:00,01-01-2024 16:00,164.25,228.5,11.975,0.5
01-01-2024,17:00:00,01-01-2024 17:00,150.25,201,14.125,0.55
01-01-2024,18:00:00,01-01-2024 18:00,188,288,21.75,0.6
01-01-2024,19:00:00,01-01-2024 19:00,246.5,407.75,26.075,0.7
01-01-2024,20:00:00,01-01-2024 20:00,250.75,412.25,24.6,0.6
01-01-2024,21:00:00,01-01-2024 21:00,249,392,22.65,0.6
01-01-2024,22:00:00,01-01-2024 22:00,247.25,362.5,25.25,0.6
01-01-2024,23:00:00,01-01-2024 23:00,247.5,344.5,27.925,0.5
02-01-2024,00:00:00,02-01-2024 00:00,228.75,300.25,27.125,0.5
02-01-2024,01:00:00,02-01-2024 01:00,205.5,264.75,22.1,0.5
02-01-2024,02:00:00,02-01-2024 02:00,211.25,274.25,14.9,0.4
02-01-2024,03:00:00,02-01-2024 03:00,212.75,273.75,16.275,0.5
02-01-2024,04:00:00,02-01-2024 04:00,206.5,263.5,18.05,0.4
02-01-2024,05:00:00,02-01-2024 05:00,209.25,273.75,16.5,0.4
02-01-2024,06:00:00,02-01-2024 06:00,211.5,284,15.575,0.433333333
02-01-2024,07:00:00,02-01-2024 07:00,215,300.25,15.725,0.6
02-01-2024,08:00:00,02-01-2024 08:00,233,325,16.175,0.6
02-01-2024,09:00:00,02-01-2024 09:00,206,295,15.3,0.6
02-01-2024,10:00:00,02-01-2024 10:00,183.5,260.5,14.2,0.6
02-01-2024,11:00:00,02-01-2024 11:00,188.25,257,14.4,0.6
02-01-2024,12:00:00,02-01-2024 12:00,152.5,223.75,12.6,1
02-01-2024,13:00:00,02-01-2024 13:00,121.5,195.25,10.8,0.866666667
02-01-2024,14:00:00,02-01-2024 14:00,114.5,191.75,11.4,0.8
02-01-2024,15:00:00,02-01-2024 15:00,118.75,185.75,10.15,0.8
02-01-2024,16:00:00,02-01-2024 16:00,127.5,183.5,10.05,0.825
02-01-2024,17:00:00,02-01-2024 17:00,134.75,215.5,21.35,1.125
02-01-2024,18:00:00,02-01-2024 18:00,167,288.25,36.425,1.5
02-01-2024,19:00:00,02-01-2024 19:00,222.5,350.5,36.85,1.525
02-01-2024,20:00:00,02-01-2024 20:00,262.25,383.5,31.325,1.4
02-01-2024,21:00:00,02-01-2024 21:00,279,380.25,28.75,1.525
02-01-2024,22:00:00,02-01-2024 22:00,245.25,345.5,27.475,1.475
02-01-2024,23:00:00,02-01-2024 23:00,216.75,316.75,27.5,1.4
03-01-2024,00:00:00,03-01-2024 00:00,211.5,320.25,26.225,1.3
03-01-2024,01:00:00,03-01-2024 01:00,184.75,273.25,25.7,1.25
03-01-2024,02:00:00,03-01-2024 02:00,168.25,253,22.5,1
03-01-2024,03:00:00,03-01-2024 03:00,156.5,250,23.525,1.2
03-01-2024,04:00:00,03-01-2024 04:00,154.25,265,17.65,1.15
03-01-2024,05:00:00,03-01-2024 05:00,152,260.25,15.35,1.1
03-01-2024,06:00:00,03-01-2024 06:00,149.25,266.75,12.4,1.1
03-01-2024,07:00:00,03-01-2024 07:00,139.5,236.25,10.35,1
03-01-2024,08:00:00,03-01-2024 08:00,135.75,201.75,15.075,1.1
03-01-2024,09:00:00,03-01-2024 09:00,143.5,206.75,18.075,1.2
03-01-2024,10:00:00,03-01-2024 10:00,167,222.25,21.925,1.325
03-01-2024,11:00:00,03-01-2024 11:00,198.25,259.25,20.525,1.5
03-01-2024,12:00:00,03-01-2024 12:00,227,303.25,22.2,1.5
03-01-2024,13:00:00,03-01-2024 13:00,216.25,292,17.8,1.3
03-01-2024,14:00:00,03-01-2024 14:00,207,277.5,17.75,1.325
03-01-2024,15:00:00,03-01-2024 15:00,224.75,290,18.275,1.4
03-01-2024,16:00:00,03-01-2024 16:00,228.5,294.75,20.175,1.425
03-01-2024,17:00:00,03-01-2024 17:00,218.25,293.25,26.1,1.475
03-01-2024,18:00:00,03-01-2024 18:00,237.5,313.75,35.35,1.8
03-01-2024,19:00:00,03-01-2024 19:00,292.25,386.5,44.375,2.375
03-01-2024,20:00:00,03-01-2024 20:00,393,516.75,44.025,3.2
03-01-2024,21:00:00,03-01-2024 21:00,446,623,40.5,4.475
03-01-2024,22:00:00,03-01-2024 22:00,409.5,610,36.9,4.325
03-01-2024,23:00:00,03-01-2024 23:00,429,586.5,32.325,3.85
04-01-2024,00:00:00,04-01-2024 00:00,415.25,547.25,24,1.6
04-01-2024,01:00:00,04-01-2024 01:00,255.5,356,19,1.225
04-01-2024,02:00:00,04-01-2024 02:00,219.75,306,16,0.9
04-01-2024,03:00:00,04-01-2024 03:00,213.25,295,15.75,1.1
04-01-2024,04:00:00,04-01-2024 04:00,222.25,295.25,14.425,1.05
04-01-2024,05:00:00,04-01-2024 05:00,197.5,264.5,15.5,1
04-01-2024,06:00:00,04-01-2024 06:00,208.25,278,16.3,1.033333333
04-01-2024,07:00:00,04-01-2024 07:00,207,282,16.8,1.1
04-01-2024,08:00:00,04-01-2024 08:00,222,291.25,14.675,1.15
04-01-2024,09:00:00,04-01-2024 09:00,207.25,290.25,14.3,1.15
04-01-2024,10:00:00,04-01-2024 10:00,218,306.25,14.1,1.2
04-01-2024,11:00:00,04-01-2024 11:00,223.25,297.75,16.5,1.3
04-01-2024,12:00:00,04-01-2024 12:00,232.5,328.5,17,1.266666667
04-01-2024,13:00:00,04-01-2024 13:00,237,332.75,30.925,1.5325
04-01-2024,14:00:00,04-01-2024 14:00,226.75,309.75,32.725,1.56
04-01-2024,15:00:00,04-01-2024 15:00,226.75,324.75,32.9,1.575
04-01-2024,16:00:00,04-01-2024 16:00,239.5,335,34.4,1.5275
04-01-2024,17:00:00,04-01-2024 17:00,244.5,362,36.9,1.725
04-01-2024,18:00:00,04-01-2024 18:00,233.75,345.5,37.375,1.566666667
04-01-2024,19:00:00,04-01-2024 19:00,193.5,263.75,34.4,1.5325
04-01-2024,20:00:00,04-01-2024 20:00,180.75,242.75,34.575,1.4775
04-01-2024,21:00:00,04-01-2024 21:00,177.75,236,34.4,1.495
04-01-2024,22:00:00,04-01-2024 22:00,193.5,271.25,33.15,1.525
04-01-2024,23:00:00,04-01-2024 23:00,207,303,32.15,1.3425
05-01-2024,00:00:00,05-01-2024 00:00,208,326.5,31.975,1.16
05-01-2024,01:00:00,05-01-2024 01:00,199.75,325.25,28.225,1.1025
05-01-2024,02:00:00,05-01-2024 02:00,163.5,292,22.4,0.71
05-01-2024,03:00:00,05-01-2024 03:00,153,268.25,22.8,0.9375
05-01-2024,04:00:00,05-01-2024 04:00,134.25,233,19.3,0.7325
05-01-2024,05:00:00,05-01-2024 05:00,104.5,154.25,20.375,0.7125
05-01-2024,06:00:00,05-01-2024 06:00,99.75,158.5,18.4,0.61
05-01-2024,07:00:00,05-01-2024 07:00,93,153.75,22.25,0.9025
05-01-2024,08:00:00,05-01-2024 08:00,107,182.5,23.925,1.0075
05-01-2024,09:00:00,05-01-2024 09:00,126.25,248.5,27.6,1.105
05-01-2024,10:00:00,05-01-2024 10:00,143.5,265.5,31.2,1.17
05-01-2024,11:00:00,05-01-2024 11:00,165.5,293,35.475,1.4075
05-01-2024,12:00:00,05-01-2024 12:00,197.25,346.5,39.525,1.48
05-01-2024,13:00:00,05-01-2024 13:00,211,353.25,35.375,1.315
05-01-2024,14:00:00,05-01-2024 14:00,206.75,383.5,41.325,1.6625
05-01-2024,15:00:00,05-01-2024 15:00,226.75,432,39.4,1.7975
05-01-2024,16:00:00,05-01-2024 16:00,187.5,276.75,34.55,1.3175
05-01-2024,17:00:00,05-01-2024 17:00,185,265.75,36.75,1.3975
05-01-2024,18:00:00,05-01-2024 18:00,198.25,301,38.55,1.326666667
05-01-2024,19:00:00,05-01-2024 19:00,183,268.75,34.575,1.1475
05-01-2024,20:00:00,05-01-2024 20:00,152,222,32.875,1.095
05-01-2024,21:00:00,05-01-2024 21:00,143.75,201.25,30.575,1.0025
05-01-2024,22:00:00,05-01-2024 22:00,127.75,169.5,25.45,0.88
05-01-2024,23:00:00,05-01-2024 23:00,122,151,22.05,0.8075
06-01-2024,00:00:00,06-01-2024 00:00,107,143.25,18.825,0.68
06-01-2024,01:00:00,06-01-2024 01:00,111,140.75,20.55,0.64
06-01-2024,02:00:00,06-01-2024 02:00,120,147.5,17.8,0.48
06-01-2024,03:00:00,06-01-2024 03:00,112.5,145.25,19.725,0.595
06-01-2024,04:00:00,06-01-2024 04:00,120.75,159.75,18.15,0.6075
06-01-2024,05:00:00,06-01-2024 05:00,132,184.25,18.975,0.6725
06-01-2024,06:00:00,06-01-2024 06:00,131.5,189.25,27.125,0.746666667
06-01-2024,07:00:00,06-01-2024 07:00,129.75,190.75,29.85,0.795
06-01-2024,08:00:00,06-01-2024 08:00,128.75,184.25,32.325,0.8925
06-01-2024,09:00:00,06-01-2024 09:00,141.75,211.5,32.975,1.0075
06-01-2024,10:00:00,06-01-2024 10:00,201,325,31.225,1.0025
06-01-2024,11:00:00,06-01-2024 11:00,259,430.25,34.7,1.0575
06-01-2024,12:00:00,06-01-2024 12:00,263.5,420.5,34.025,1.023333333
06-01-2024,13:00:00,06-01-2024 13:00,240,355.75,36.675,0.925
06-01-2024,14:00:00,06-01-2024 14:00,236.5,338.25,42.6,1.0575
06-01-2024,15:00:00,06-01-2024 15:00,235.75,346.75,43.15,1.1125
06-01-2024,16:00:00,06-01-2024 16:00,235.25,355.75,40.175,1.01
06-01-2024,17:00:00,06-01-2024 17:00,224.75,338.5,39.175,1.0125
06-01-2024,18:00:00,06-01-2024 18:00,219.5,334,41.375,1.075
06-01-2024,19:00:00,06-01-2024 19:00,233.5,343,43.275,1.2425
06-01-2024,20:00:00,06-01-2024 20:00,264.5,377,54.05,1.64
06-01-2024,21:00:00,06-01-2024 21:00,275.25,416,51.95,2.4125
06-01-2024,22:00:00,06-01-2024 22:00,279.5,450,58.175,1.8475
06-01-2024,23:00:00,06-01-2024 23:00,285.75,414.75,50.25,2.0025
07-01-2024,00:00:00,07-01-2024 00:00,335.25,471.75,55.725,2.11
07-01-2024,01:00:00,07-01-2024 01:00,255.75,386.75,50.15,1.09
07-01-2024,02:00:00,07-01-2024 02:00,187,281.75,29.3,0.58
07-01-2024,03:00:00,07-01-2024 03:00,187,257.5,30.125,0.705
07-01-2024,04:00:00,07-01-2024 04:00,178.5,234.25,34.55,0.675
07-01-2024,05:00:00,07-01-2024 05:00,185.5,249.25,34.925,0.705
07-01-2024,06:00:00,07-01-2024 06:00,193.75,265.75,38.425,0.703333333
07-01-2024,07:00:00,07-01-2024 07:00,171.75,246.5,40.8,0.8425
07-01-2024,08:00:00,07-01-2024 08:00,183.25,266.5,40.95,0.9075
07-01-2024,09:00:00,07-01-2024 09:00,198,284.5,43.175,1.005
07-01-2024,10:00:00,07-01-2024 10:00,200,285,36.325,0.7725
07-01-2024,11:00:00,07-01-2024 11:00,169.5,234,40.075,0.9
07-01-2024,12:00:00,07-01-2024 12:00,195.25,281.25,40.325,0.96
07-01-2024,13:00:00,07-01-2024 13:00,204,303.25,41.85,1.0175
07-01-2024,14:00:00,07-01-2024 14:00,227,346,36.675,0.94
07-01-2024,15:00:00,07-01-2024 15:00,214,319,29.825,0.835
07-01-2024,16:00:00,07-01-2024 16:00,184,269.5,31.625,0.895
07-01-2024,17:00:00,07-01-2024 17:00,185.25,285,37.8,1.0425
07-01-2024,18:00:00,07-01-2024 18:00,195.5,300.5,44.175,1.17
07-01-2024,19:00:00,07-01-2024 19:00,221.25,342.25,50.275,1.5225
07-01-2024,20:00:00,07-01-2024 20:00,244.75,385.5,56.1,1.56
07-01-2024,21:00:00,07-01-2024 21:00,254.25,385.25,51.775,1.4675
07-01-2024,22:00:00,07-01-2024 22:00,230.5,337.5,43.7,1.1875
07-01-2024,23:00:00,07-01-2024 23:00,199,290.75,35.925,1.035
08-01-2024,00:00:00,08-01-2024 00:00,189,290.75,42.275,1.18
08-01-2024,01:00:00,08-01-2024 01:00,192,304.75,41.75,1.26
08-01-2024,02:00:00,08-01-2024 02:00,199.5,335,30.2,1.13
08-01-2024,03:00:00,08-01-2024 03:00,168.25,324.75,36.2,1.14
08-01-2024,04:00:00,08-01-2024 04:00,170.25,342.75,34.75,1.135
08-01-2024,05:00:00,08-01-2024 05:00,176.5,360.75,40.95,0.975
08-01-2024,06:00:00,08-01-2024 06:00,184,376.75,37.425,0.896666667
08-01-2024,07:00:00,08-01-2024 07:00,188.5,359.5,39.45,0.8775
08-01-2024,08:00:00,08-01-2024 08:00,204,338.75,36.55,0.805
08-01-2024,09:00:00,08-01-2024 09:00,214,320,32.75,0.8175
08-01-2024,10:00:00,08-01-2024 10:00,231,334,32.6,0.855
08-01-2024,11:00:00,08-01-2024 11:00,254.6666667,360.75,37.725,0.995
08-01-2024,12:00:00,08-01-2024 12:00,278,401.5,39.975,0.9925
08-01-2024,13:00:00,08-01-2024 13:00,294.6666667,427,43.375,1
08-01-2024,14:00:00,08-01-2024 14:00,304.6666667,453.75,44.85,1.09
08-01-2024,15:00:00,08-01-2024 15:00,311.3333333,459.75,49.7,1.1075
08-01-2024,16:00:00,08-01-2024 16:00,318.3333333,475.5,48.3,1.0475
08-01-2024,17:00:00,08-01-2024 17:00,302,457.75,48.725,1.07
08-01-2024,18:00:00,08-01-2024 18:00,285,443,53.675,1.35
08-01-2024,19:00:00,08-01-2024 19:00,295.6666667,452.5,45.875,1.9425
08-01-2024,20:00:00,08-01-2024 20:00,278,454.25,44.8,1.4075
08-01-2024,21:00:00,08-01-2024 21:00,187.3333333,293.75,41.9,1.0325
08-01-2024,22:00:00,08-01-2024 22:00,145.6666667,212.25,35.5,1.04
08-01-2024,23:00:00,08-01-2024 23:00,136.3333333,196.5,34.7,0.89
09-01-2024,00:00:00,09-01-2024 00:00,116.3333333,163.5,31.25,0.81
09-01-2024,01:00:00,09-01-2024 01:00,110,144.5,30.55,0.8175
09-01-2024,02:00:00,09-01-2024 02:00,107,183,19.7,0.48
09-01-2024,03:00:00,09-01-2024 03:00,106,194.75,21.25,0.666666667
09-01-2024,04:00:00,09-01-2024 04:00,111,231,23.25,0.7425
09-01-2024,05:00:00,09-01-2024 05:00,117.6666667,252.75,23.225,0.77
09-01-2024,06:00:00,09-01-2024 06:00,122.3333333,234.75,26.825,0.74
09-01-2024,07:00:00,09-01-2024 07:00,128.6666667,257.5,30.525,0.845
09-01-2024,08:00:00,09-01-2024 08:00,126,262.25,32.375,0.885
09-01-2024,09:00:00,09-01-2024 09:00,121,249,28.875,0.8675
09-01-2024,10:00:00,09-01-2024 10:00,122,230,29.35,0.965
09-01-2024,11:00:00,09-01-2024 11:00,125,206.25,27.95,0.98
09-01-2024,12:00:00,09-01-2024 12:00,116.3333333,163.25,27.075,0.973333333
09-01-2024,13:00:00,09-01-2024 13:00,109.3333333,138,26.25,0.735
09-01-2024,14:00:00,09-01-2024 14:00,106,132.25,24.95,0.7425
09-01-2024,15:00:00,09-01-2024 15:00,106,133.75,23.075,0.7025
09-01-2024,16:00:00,09-01-2024 16:00,108,140.75,22.85,0.6525
09-01-2024,17:00:00,09-01-2024 17:00,113.6666667,154,24.675,0.6975
09-01-2024,18:00:00,09-01-2024 18:00,120.3333333,151.5,26.425,1.2025
09-01-2024,19:00:00,09-01-2024 19:00,127.6666667,156.5,28.35,0.8475
09-01-2024,20:00:00,09-01-2024 20:00,126.6666667,164.75,25.725,0.7775
09-01-2024,21:00:00,09-01-2024 21:00,116.3333333,153.75,23.825,0.73
09-01-2024,22:00:00,09-01-2024 22:00,107.3333333,146,23.9,0.6625
09-01-2024,23:00:00,09-01-2024 23:00,114,161.25,22.85,0.595
10-01-2024,00:00:00,10-01-2024 00:00,118,159.75,20.65,0.55
10-01-2024,01:00:00,10-01-2024 01:00,121,159.5,20.4,0.555
10-01-2024,02:00:00,10-01-2024 02:00,130,181.75,17.7,0.44
10-01-2024,03:00:00,10-01-2024 03:00,137,188.75,17.7,0.5325
10-01-2024,04:00:00,10-01-2024 04:00,128.3333333,172.25,16.9,0.5375
10-01-2024,05:00:00,10-01-2024 05:00,108.3333333,143.75,19.375,0.57
10-01-2024,06:00:00,10-01-2024 06:00,109.3333333,173,19.1,0.573333333
10-01-2024,07:00:00,10-01-2024 07:00,102,162.25,19.175,0.505
10-01-2024,08:00:00,10-01-2024 08:00,95,137.5,19.925,0.5725
10-01-2024,09:00:00,10-01-2024 09:00,101.6666667,161,21.55,0.6225
10-01-2024,10:00:00,10-01-2024 10:00,122.3333333,177,23.575,0.6625
10-01-2024,11:00:00,10-01-2024 11:00,156.3333333,233.25,26.525,0.733333333
10-01-2024,12:00:00,10-01-2024 12:00,177,280,26.25,0.806666667
10-01-2024,13:00:00,10-01-2024 13:00,176.3333333,269.75,24.275,0.85
10-01-2024,14:00:00,10-01-2024 14:00,181.6666667,277.75,23.075,0.8675
10-01-2024,15:00:00,10-01-2024 15:00,175,259.75,24.025,1.0575
10-01-2024,16:00:00,10-01-2024 16:00,180.3333333,276.5,28.85,1.145
10-01-2024,17:00:00,10-01-2024 17:00,207.3333333,322,35.25,1.39
10-01-2024,18:00:00,10-01-2024 18:00,212.6666667,332.5,45.625,1.666666667
10-01-2024,19:00:00,10-01-2024 19:00,224.6666667,344.25,50.85,1.465
10-01-2024,20:00:00,10-01-2024 20:00,231,347.25,48.825,1.6275
10-01-2024,21:00:00,10-01-2024 21:00,240.6666667,384,49.3,1.6725
10-01-2024,22:00:00,10-01-2024 22:00,263.3333333,435.5,46.375,1.6
10-01-2024,23:00:00,10-01-2024 23:00,270.3333333,470,43.625,1.4575
11-01-2024,00:00:00,11-01-2024 00:00,241,427.75,43.25,1.24
11-01-2024,01:00:00,11-01-2024 01:00,205.6666667,399.5,33.125,1.0825
11-01-2024,02:00:00,11-01-2024 02:00,188.3333333,361.25,21.3,0.86
11-01-2024,03:00:00,11-01-2024 03:00,174.3333333,314.75,21.225,1.0225
11-01-2024,04:00:00,11-01-2024 04:00,158,258.5,20.575,1
11-01-2024,05:00:00,11-01-2024 05:00,159,241.25,20.025,0.96
11-01-2024,06:00:00,11-01-2024 06:00,159,230.5,21.75,0.956666667
11-01-2024,07:00:00,11-01-2024 07:00,167,235.5,25.375,0.9075
11-01-2024,08:00:00,11-01-2024 08:00,183.3333333,252.5,25.65,0.8625
11-01-2024,09:00:00,11-01-2024 09:00,205.3333333,276,25.725,0.9025
11-01-2024,10:00:00,11-01-2024 10:00,219.6666667,298.75,26.025,1.003333333
11-01-2024,11:00:00,11-01-2024 11:00,238.6666667,338.75,29.2,1.24
11-01-2024,12:00:00,11-01-2024 12:00,253,358.75,31.425,1.236666667
11-01-2024,13:00:00,11-01-2024 13:00,225.6666667,336.25,29.8,1.0425
11-01-2024,14:00:00,11-01-2024 14:00,210.6666667,303.75,28.45,1.06
11-01-2024,15:00:00,11-01-2024 15:00,210,311.75,27.275,0.46
11-01-2024,16:00:00,11-01-2024 16:00,192.6666667,283.5,28.225,0.4375
11-01-2024,17:00:00,11-01-2024 17:00,190,281.25,33.86666667,0.596666667
11-01-2024,18:00:00,11-01-2024 18:00,198,292.5,43.825,0.9025
11-01-2024,19:00:00,11-01-2024 19:00,227.75,339,50.8,1.695
11-01-2024,20:00:00,11-01-2024 20:00,246.75,355.25,56.175,1.9225
11-01-2024,21:00:00,11-01-2024 21:00,273.5,371.5,52.875,2.3175
11-01-2024,22:00:00,11-01-2024 22:00,331.75,439.5,45.625,2.1225
11-01-2024,23:00:00,11-01-2024 23:00,293.5,418.25,44.975,1.31
12-01-2024,00:00:00,12-01-2024 00:00,229.25,318.5,41.55,1.1
12-01-2024,01:00:00,12-01-2024 01:00,206.25,296,39.075,1.1225
12-01-2024,02:00:00,12-01-2024 02:00,193.5,275.75,31.7,0.92
12-01-2024,03:00:00,12-01-2024 03:00,215.25,291.5,35.35,1.205
12-01-2024,04:00:00,12-01-2024 04:00,230.25,268.5,33.3,1.2725
12-01-2024,05:00:00,12-01-2024 05:00,190.25,223.25,31.5,1.195
12-01-2024,06:00:00,12-01-2024 06:00,157.5,175.25,29.9,1.133333333
12-01-2024,07:00:00,12-01-2024 07:00,151,180.25,30.85,1.08
12-01-2024,08:00:00,12-01-2024 08:00,135,170,29.85,1.1925
12-01-2024,09:00:00,12-01-2024 09:00,132.5,163.25,28.75,1.1825
12-01-2024,10:00:00,12-01-2024 10:00,135,188.5,30.7,1.1875
12-01-2024,11:00:00,12-01-2024 11:00,152.25,200.5,33.475,1.145
12-01-2024,12:00:00,12-01-2024 12:00,187.25,226.5,30.85,1.023333333
12-01-2024,13:00:00,12-01-2024 13:00,162.5,209,28.975,0.9775
12-01-2024,14:00:00,12-01-2024 14:00,151.75,200.5,28.6,0.825
12-01-2024,15:00:00,12-01-2024 15:00,129.5,179.75,28.65,0.81
12-01-2024,16:00:00,12-01-2024 16:00,118.5,167.25,31.125,0.815
12-01-2024,17:00:00,12-01-2024 17:00,126,184.75,36.9,1.095
12-01-2024,18:00:00,12-01-2024 18:00,166.75,258.5,52.775,1.593333333
12-01-2024,19:00:00,12-01-2024 19:00,228.5,349,60.225,2.12
12-01-2024,20:00:00,12-01-2024 20:00,310.25,440.75,62.4,2.5875
12-01-2024,21:00:00,12-01-2024 21:00,376.75,536,66.075,2.3875
12-01-2024,22:00:00,12-01-2024 22:00,392.5,528,58.9,1.99
12-01-2024,23:00:00,12-01-2024 23:00,384,503.25,52.825,1.8775
13-01-2024,00:00:00,13-01-2024 00:00,362,497.75,46.95,1.77
13-01-2024,01:00:00,13-01-2024 01:00,337.75,495.25,41.775,2.125
13-01-2024,02:00:00,13-01-2024 02:00,355.5,515,23.5,1.8
13-01-2024,03:00:00,13-01-2024 03:00,353.75,502.25,28.3,2.0675
13-01-2024,04:00:00,13-01-2024 04:00,338,466.75,37.825,1.83
13-01-2024,05:00:00,13-01-2024 05:00,304,396.75,34.8,1.8925
13-01-2024,06:00:00,13-01-2024 06:00,244.75,304.5,31.75,2.056666667
13-01-2024,07:00:00,13-01-2024 07:00,209.75,241.75,32.05,1.54
13-01-2024,08:00:00,13-01-2024 08:00,207.75,233.75,30.375,1.5575
13-01-2024,09:00:00,13-01-2024 09:00,223.25,269.5,34.525,1.82
13-01-2024,10:00:00,13-01-2024 10:00,271.5,370.5,56.65,2.145
13-01-2024,11:00:00,13-01-2024 11:00,366.75,517,76.225,2.4175
13-01-2024,12:00:00,13-01-2024 12:00,504.25,646.5,86.825,2.533333333
13-01-2024,13:00:00,13-01-2024 13:00,513,679.25,86.075,2.5175
13-01-2024,14:00:00,13-01-2024 14:00,449.25,598.25,74.95,2.323333333
13-01-2024,15:00:00,13-01-2024 15:00,427,561.5,65.75,2.1675
13-01-2024,16:00:00,13-01-2024 16:00,423.5,570.75,61.575,2.17
13-01-2024,17:00:00,13-01-2024 17:00,438.5,616,78.25,2.7025
13-01-2024,18:00:00,13-01-2024 18:00,477.25,715.5,89.425,3.28
13-01-2024,19:00:00,13-01-2024 19:00,510,710.25,75.25,2.9125
13-01-2024,20:00:00,13-01-2024 20:00,456,628.25,82.75,2.9575
13-01-2024,21:00:00,13-01-2024 21:00,506.25,692.75,81.075,4.4875
13-01-2024,22:00:00,13-01-2024 22:00,684.25,928.25,54.15,4.8725
13-01-2024,23:00:00,13-01-2024 23:00,620.5,867.75,37.825,6.2675
14-01-2024,00:00:00,14-01-2024 00:00,705.75,936,41.7,5.5
14-01-2024,01:00:00,14-01-2024 01:00,735,710,44.5,3.385
14-01-2024,02:00:00,14-01-2024 02:00,475.75,643.75,27.5,2.14
14-01-2024,03:00:00,14-01-2024 03:00,373.75,420.75,33.65,2.565
14-01-2024,04:00:00,14-01-2024 04:00,283.5,329.25,36.825,2.24
14-01-2024,05:00:00,14-01-2024 05:00,239.5,267.5,40.6,1.89
14-01-2024,06:00:00,14-01-2024 06:00,206.5,252.25,40,1.74
14-01-2024,07:00:00,14-01-2024 07:00,191.25,254.75,38.65,1.7925
14-01-2024,08:00:00,14-01-2024 08:00,191.25,265.5,35.625,1.9325
14-01-2024,09:00:00,14-01-2024 09:00,210.75,301.5,34.375,1.9375
14-01-2024,10:00:00,14-01-2024 10:00,213.75,263.5,32.725,1.63
14-01-2024,11:00:00,14-01-2024 11:00,185.25,223.75,32.075,1.5925
14-01-2024,12:00:00,14-01-2024 12:00,198.25,269.5,41.175,1.72
14-01-2024,13:00:00,14-01-2024 13:00,276.75,352,48.225,1.8025
14-01-2024,14:00:00,14-01-2024 14:00,281.25,354.25,46.05,1.5325
14-01-2024,15:00:00,14-01-2024 15:00,227.75,291.25,41.225,1.355
14-01-2024,16:00:00,14-01-2024 16:00,184.75,248.25,48.175,1.345
14-01-2024,17:00:00,14-01-2024 17:00,193.5,260.5,51,1.525
14-01-2024,18:00:00,14-01-2024 18:00,215.75,301.25,65.775,2.45
14-01-2024,19:00:00,14-01-2024 19:00,287.5,444.25,45.075,3.7075
14-01-2024,20:00:00,14-01-2024 20:00,341.25,534.75,33.1,5.5775
14-01-2024,21:00:00,14-01-2024 21:00,426,674,9.866666667,6
14-01-2024,22:00:00,14-01-2024 22:00,440.5,641.5,31.425,3.2625
14-01-2024,23:00:00,14-01-2024 23:00,362.5,387.25,32.125,2.0525
15-01-2024,00:00:00,15-01-2024 00:00,255.25,310.25,32.525,2.893333333
15-01-2024,01:00:00,15-01-2024 01:00,274.5,325,23.45,2.075
15-01-2024,02:00:00,15-01-2024 02:00,195,219,30.8,1.13
15-01-2024,03:00:00,15-01-2024 03:00,164.25,177.75,38.35,1.3925
15-01-2024,04:00:00,15-01-2024 04:00,149.25,168.5,39.975,1.2025
15-01-2024,05:00:00,15-01-2024 05:00,138.25,159,37.5,1.1275
15-01-2024,06:00:00,15-01-2024 06:00,136,155,35.05,1.07
15-01-2024,07:00:00,15-01-2024 07:00,120.75,150,30.5,1.11
15-01-2024,08:00:00,15-01-2024 08:00,103.5,119.5,27.5,1.1725
15-01-2024,09:00:00,15-01-2024 09:00,125.3333333,152.75,30.2,1.4375
15-01-2024,10:00:00,15-01-2024 10:00,169.6666667,233.75,38.625,1.4375
15-01-2024,11:00:00,15-01-2024 11:00,177,235.5,36.05,1.2125
15-01-2024,12:00:00,15-01-2024 12:00,158,222,39,1.176666667
15-01-2024,13:00:00,15-01-2024 13:00,156.3333333,249.5,36.95,0.9175
15-01-2024,14:00:00,15-01-2024 14:00,126.6666667,197,29.65,0.8125
15-01-2024,15:00:00,15-01-2024 15:00,111.6666667,196.5,30.55,0.73
