Datetime,Date,time_ist,temp_c,humidity,pressure_mb,windspeed_kph,condition_text,aqi_index,pm2_5,pm10,co,no2,temp_c_api,humidity_api,pressure_api,windspeed_kph_api,condition_text_api,pm2_5_govt,pm10_govt,no2_govt,co_govt
2026-11-01 03:00:00,,,,,,,,,,,,,6.8,95.0,995.1,7.5,Clear sky,226.0,460.0,77.8,3.235
2026-11-01 04:00:00,,,,,,,,,,,,,6.3,96.0,995.0,7.4,Clear sky,230.0,439.0,64.65,2.5475
2026-11-01 05:00:00,,,,,,,,,,,,,5.8,98.0,995.2,7.1,Clear sky,282.0,436.0,59.15,2.6775
2026-11-01 06:00:00,,,,,,,,,,,,,4.6,98.0,995.4,4.7,Clear sky,251.0,394.0,58.625,2.245
2026-11-01 07:00:00,,,,,,,,,,,,,4.1,100.0,995.9,4.2,Clear sky,245.0,388.0,59.05,2.216666667
2026-11-01 08:00:00,,,,,,,,,,,,,6.1,96.0,996.7,6.9,Clear sky,245.0,379.0,76.525,2.3375
2026-11-01 09:00:00,11-01-2026,09:00:00,11.5,90.0,994.0,6.6,Overcast,196.0,149.5,152.7,1677.0,26.2,8.1,89.0,997.8,6.1,Clear sky,259.0,458.0,89.375,2.4575
2026-11-01 10:00:00,11-01-2026,10:00:00,13.3,84.0,994.3,5.6,Mainly clear,197.0,139.2,143.9,1535.0,21.2,10.4,80.0,998.7,6.2,Clear sky,294.0,492.0,110.875,2.6175
2026-11-01 11:00:00,11-01-2026,11:00:00,15.1,78.0,993.8,5.5,Partly cloudy,197.0,129.5,134.6,1404.0,17.0,12.2,70.0,998.5,7.3,Clear sky,287.0,517.0,78.375,2.26
2026-11-01 12:00:00,11-01-2026,12:00:00,16.5,72.0,992.9,6.4,Overcast,197.0,118.5,123.9,1283.0,13.7,14.2,60.0,997.5,6.9,Clear sky,202.0,388.0,50.3,1.88
2026-11-01 13:00:00,11-01-2026,13:00:00,17.6,68.0,992.0,7.0,Overcast,197.0,107.1,112.9,1173.0,11.2,15.6,52.0,996.6,7.9,Clear sky,172.0,329.0,26.625,1.5
2026-11-01 14:00:00,11-01-2026,14:00:00,18.2,65.0,991.3,7.6,Overcast,197.0,100.4,105.7,1165.0,12.5,16.1,49.0,995.7,8.8,Clear sky,125.0,274.0,22.25,1.4125
2026-11-01 15:00:00,11-01-2026,15:00:00,18.3,65.0,991.2,7.9,Overcast,197.0,97.8,102.4,1344.0,20.6,16.1,49.0,995.0,9.3,Clear sky,110.0,234.0,18.35,1.1575
2026-11-01 16:00:00,,,,,,,,,,,,,15.3,54.0,994.7,8.7,Clear sky,77.0,189.0,23.025,1.3125
2026-11-01 17:00:00,,,,,,,,,,,,,13.6,64.0,994.3,7.8,Clear sky,61.0,199.0,43.05,1.655
2026-11-01 18:00:00,,,,,,,,,,,,,11.9,71.0,994.7,8.2,Clear sky,83.0,265.0,88.925,2.4325
2026-11-01 19:00:00,11-01-2026,19:00:00,13.1,83.0,992.1,3.2,Overcast,196.0,155.5,159.7,2030.0,63.1,10.6,76.0,994.8,9.6,Clear sky,145.0,416.0,73.15,3.22
2026-11-01 20:00:00,11-01-2026,20:00:00,12.5,85.0,992.5,3.0,Overcast,196.0,169.0,173.2,2061.0,68.0,9.9,78.0,994.9,10.4,Clear sky,185.0,501.0,78.2,3.38
2026-11-01 21:00:00,11-01-2026,21:00:00,11.8,88.0,992.7,2.9,Overcast,196.0,182.5,187.2,2070.0,68.9,9.1,81.0,995.0,9.4,Clear sky,218.0,497.0,77.625,5.0525
2026-11-01 22:00:00,11-01-2026,22:00:00,10.9,91.0,992.8,3.5,Overcast,196.0,194.6,198.8,2051.0,67.6,8.4,85.0,995.1,8.2,Clear sky,293.0,542.0,69.575,4.3
2026-11-01 23:00:00,11-01-2026,23:00:00,10.1,94.0,992.3,2.9,Overcast,197.0,196.5,200.2,2006.0,64.7,7.8,88.0,995.3,9.5,Clear sky,291.0,516.0,60.025,4.69
2026-11-02 00:00:00,,,,,,,,,,,,,17.0,75.0,992.4,4.2,Clear sky,283.0,471.0,58.775,4.31
2026-11-02 01:00:00,,,,,,,,,,,,,16.6,77.0,992.3,2.8,Clear sky,290.0,462.0,62.475,3.333333333
2026-11-02 02:00:00,,,,,,,,,,,,,15.5,82.0,991.9,4.8,Clear sky,285.0,448.0,43.6,3.19
2026-11-02 03:00:00,,,,,,,,,,,,,14.1,88.0,991.8,4.1,Clear sky,273.0,407.0,49.5,2.6725
2026-11-02 04:00:00,,,,,,,,,,,,,13.2,91.0,991.5,3.9,Clear sky,254.0,388.0,59.125,2.345
2026-11-02 05:00:00,,,,,,,,,,,,,13.6,86.0,991.7,5.4,Clear sky,293.0,428.0,52.625,2.1775
2026-11-02 06:00:00,,,,,,,,,,,,,13.0,89.0,992.3,4.2,Clear sky,284.0,412.0,49.5,2.095
2026-11-02 07:00:00,11-02-2026,07:00:00,10.8,99.0,993.8,10.2,Overcast,197.0,132.7,134.1,788.0,23.0,12.9,90.0,992.9,3.5,Clear sky,276.0,410.0,49.2,2.01
2026-11-02 08:00:00,11-02-2026,08:00:00,11.1,98.0,994.7,9.8,Overcast,196.0,136.9,137.8,805.0,26.4,15.1,79.0,993.8,4.5,Clear sky,285.0,440.0,40.5,2.0275
2026-11-02 09:00:00,11-02-2026,09:00:00,11.5,98.0,995.1,10.2,Overcast,196.0,131.8,133.2,780.0,24.3,18.1,66.0,995.0,4.4,Clear sky,307.0,448.0,27.625,1.8975
2026-11-02 10:00:00,11-02-2026,10:00:00,12.9,92.0,995.0,10.3,Overcast,195.0,116.2,117.6,730.0,19.4,21.4,56.0,995.8,5.9,Clear sky,256.0,362.0,23.475,1.6425
2026-11-02 11:00:00,11-02-2026,11:00:00,14.3,86.0,994.6,11.7,Overcast,194.0,105.2,106.4,676.0,15.2,23.5,48.0,995.4,8.7,Clear sky,173.0,263.0,17.825,1.2925
2026-11-02 12:00:00,11-02-2026,12:00:00,15.8,78.0,993.5,13.7,Overcast,194.0,97.6,98.7,609.0,12.1,24.9,44.0,994.5,9.6,Clear sky,112.0,189.0,13.5,1.2175
2026-11-02 13:00:00,,,,,,,,,,,,,25.5,42.0,993.6,10.5,Clear sky,94.0,191.0,10.45,1.106666667
2026-11-02 14:00:00,,,,,,,,,,,,,25.6,42.0,993.0,11.2,Clear sky,95.0,191.0,10.0,1.105
2026-11-02 15:00:00,,,,,,,,,,,,,25.4,43.0,992.6,11.5,Clear sky,97.0,185.0,12.3,1.15
2026-11-02 16:00:00,,,,,,,,,,,,,24.8,45.0,992.3,11.1,Clear sky,100.0,199.0,16.55,1.2075
2026-11-02 17:00:00,11-02-2026,17:00:00,15.4,78.0,990.4,9.1,Clear sky,192.0,85.9,86.6,703.0,41.2,23.6,48.0,992.1,9.1,Clear sky,100.0,207.0,34.7,1.4325
2026-11-02 18:00:00,11-02-2026,18:00:00,13.6,87.0,991.7,5.6,Clear sky,190.0,99.0,99.7,759.0,43.8,21.6,58.0,992.5,7.1,Clear sky,128.0,273.0,42.625,1.6375
2026-11-02 19:00:00,11-02-2026,19:00:00,12.9,89.0,991.7,6.4,Clear sky,188.0,105.2,105.7,808.0,47.0,20.2,65.0,993.0,7.7,Clear sky,156.0,298.0,46.6,1.83
2026-11-02 20:00:00,11-02-2026,20:00:00,12.2,91.0,992.0,7.6,Clear sky,186.0,107.1,107.8,837.0,47.4,19.2,66.0,993.1,9.8,Clear sky,191.0,323.0,48.5,1.795
2026-11-02 21:00:00,11-02-2026,21:00:00,11.6,93.0,992.1,8.1,Clear sky,184.0,105.9,106.6,840.0,42.6,18.4,64.0,993.3,10.7,Clear sky,311.0,464.0,55.9,1.725
2026-11-02 22:00:00,11-02-2026,22:00:00,11.1,93.0,991.7,8.3,Clear sky,183.0,104.5,105.2,823.0,34.8,17.6,63.0,993.1,11.3,Clear sky,392.0,511.0,66.175,1.8375
2026-11-02 23:00:00,11-02-2026,23:00:00,10.4,93.0,991.1,7.6,Clear sky,181.0,100.4,101.3,793.0,27.8,17.0,66.0,993.1,12.3,Clear sky,513.5,748.75,55.65,1.7475
2026-11-03 00:00:00,,,,,,,,,,,,,,,,,,775.0,,43.63333333,2.033333333
2026-11-03 01:00:00,,,,,,,,,,,,,,,,,,857.5,,35.375,2.106666667
2026-11-03 02:00:00,,,,,,,,,,,,,,,,,,443.0,506.0,28.8,2.0575
2026-11-03 03:00:00,,,,,,,,,,,,,,,,,,442.0,520.0,26.05,2.17
2026-11-03 04:00:00,,,,,,,,,,,,,,,,,,462.0,527.0,25.05,2.2025
2026-11-03 05:00:00,,,,,,,,,,,,,,,,,,456.0,514.0,25.7,2.215
2026-11-03 06:00:00,,,,,,,,,,,,,,,,,,420.0,480.0,26.05,1.9575
2026-11-03 07:00:00,,,,,,,,,,,,,,,,,,342.0,425.0,30.85,1.576666667
2026-11-03 08:00:00,,,,,,,,,,,,,,,,,,252.0,362.0,29.275,1.18
2026-11-03 09:00:00,,,,,,,,,,,,,,,,,,205.0,328.0,19.625,1.0125
2026-11-03 10:00:00,11-03-2026,10:00:00,14.9,87.0,997.0,3.5,Partly cloudy,173.0,82.9,85.2,1707.0,37.4,,,,,,163.0,271.0,18.1,0.9975
2026-11-03 11:00:00,11-03-2026,11:00:00,16.5,78.0,996.3,4.0,Mainly clear,172.0,79.2,81.5,861.0,30.0,,,,,,135.0,243.0,17.525,0.9675
2026-11-03 12:00:00,11-03-2026,12:00:00,17.5,71.0,995.1,3.3,Drizzle: Light,171.0,74.7,77.5,561.0,24.3,,,,,,119.0,215.0,15.65,0.925
2026-11-03 13:00:00,11-03-2026,13:00:00,18.0,71.0,994.2,0.6,Overcast,170.0,74.0,76.6,519.0,20.1,,,,,,102.0,189.0,13.475,0.97
2026-11-03 14:00:00,,,,,,,,,,,,,,,,,,55.0,122.0,11.525,0.91
2026-11-03 15:00:00,11-03-2026,15:00:00,18.1,66.0,993.1,1.4,Mainly clear,168.0,74.0,76.4,1204.0,40.7,,,,,,52.0,100.0,12.125,0.82
2026-11-03 16:00:00,11-03-2026,16:00:00,18.0,65.0,993.4,2.0,Drizzle: Light,167.0,77.8,80.1,1931.0,65.6,,,,,,47.0,111.0,15.2,0.8275
2026-11-03 17:00:00,11-03-2026,17:00:00,16.3,75.0,993.6,5.6,Mainly clear,165.0,101.5,104.1,2364.0,48.6,,,,,,41.0,111.0,32.75,0.9875
2026-11-03 18:00:00,11-03-2026,18:00:00,12.9,93.0,994.5,3.4,Mainly clear,165.0,111.3,113.4,2204.0,48.6,,,,,,44.0,156.0,89.85,3.345
2026-11-03 19:00:00,,,,,,,,,,,,,,,,,,129.0,486.0,85.625,3.54
2026-11-03 20:00:00,11-03-2026,20:00:00,12.5,93.0,995.8,5.5,Clear sky,165.0,112.5,114.3,1396.0,47.5,,,,,,158.0,416.0,83.625,4.285
2026-11-03 21:00:00,11-03-2026,21:00:00,12.0,95.0,996.4,5.5,Clear sky,165.0,111.1,112.9,1310.0,45.7,,,,,,211.0,480.0,70.65,5.06
2026-11-03 22:00:00,11-03-2026,22:00:00,11.4,95.0,996.3,6.0,Clear sky,165.0,115.3,117.1,1326.0,43.2,,,,,,390.0,620.0,66.1,5.515
2026-11-03 23:00:00,,,,,,,,,,,,,,,,,,,,68.975,4.6
2026-12-01 00:00:00,12-01-2026,00:00:00,9.1,96.0,992.6,5.6,Overcast,197.0,162.5,165.3,1451.0,43.5,7.3,90.0,995.2,8.7,Clear sky,252.0,428.0,81.2,7.515
2026-12-01 01:00:00,12-01-2026,01:00:00,7.8,98.0,991.9,4.9,Mainly clear,196.0,154.6,157.9,1364.0,33.1,6.7,91.0,994.9,7.6,Clear sky,295.0,498.0,97.775,7.153333333
2026-12-01 02:00:00,12-01-2026,02:00:00,7.8,98.0,991.6,5.7,Partly cloudy,196.0,147.1,150.4,1298.0,24.6,6.1,92.0,994.8,6.6,Clear sky,320.0,490.0,69.2,6.14
2026-12-01 03:00:00,12-01-2026,03:00:00,7.9,99.0,991.6,7.2,Overcast,195.0,139.7,142.5,1265.0,18.8,5.4,93.0,994.5,5.6,Clear sky,307.0,420.0,60.225,5.12
2026-12-01 04:00:00,,,,,,,,,,,,,4.8,94.0,994.2,5.1,Clear sky,309.0,449.0,57.525,4.425
2026-12-01 05:00:00,,,,,,,,,,,,,4.2,95.0,994.3,4.7,Clear sky,296.0,409.0,47.425,4.42
2026-12-01 06:00:00,,,,,,,,,,,,,4.1,96.0,995.0,5.1,Clear sky,307.0,416.0,50.1,4.2225
2026-12-01 07:00:00,,,,,,,,,,,,,3.7,97.0,995.3,6.0,Clear sky,318.0,449.0,63.65,3.686666667
2026-12-01 08:00:00,,,,,,,,,,,,,4.8,95.0,996.0,5.8,Clear sky,312.0,421.0,81.2,3.89
2026-12-01 09:00:00,12-01-2026,09:00:00,11.2,92.0,994.7,7.0,Overcast,194.0,146.2,149.9,1528.0,29.3,7.5,86.0,997.0,3.2,Clear sky,342.0,458.0,178.575,4.145
2026-12-01 10:00:00,12-01-2026,10:00:00,13.2,84.0,995.0,6.5,Mainly clear,194.0,136.0,141.1,1369.0,23.9,10.4,75.0,997.5,3.1,Clear sky,469.0,653.0,164.925,2.99
2026-12-01 11:00:00,12-01-2026,11:00:00,15.0,77.0,994.5,6.9,Overcast,194.0,126.2,131.8,1229.0,19.1,12.6,65.0,997.7,2.2,Clear sky,387.0,510.0,66.5,1.35
2026-12-01 12:00:00,12-01-2026,12:00:00,16.5,71.0,993.7,8.1,Overcast,194.0,114.3,120.6,1124.0,15.0,14.9,54.0,997.1,2.3,Clear sky,166.0,240.0,23.625,0.6025
2026-12-01 13:00:00,12-01-2026,13:00:00,17.6,65.0,992.8,8.6,Overcast,194.0,103.1,109.4,1038.0,11.6,16.1,46.0,996.2,3.7,Clear sky,81.0,132.0,24.875,0.813333333
2026-12-01 14:00:00,12-01-2026,14:00:00,18.1,64.0,992.1,9.0,Overcast,194.0,95.2,100.6,1021.0,12.9,16.8,43.0,995.5,5.1,Clear sky,121.0,215.0,27.275,0.8175
2026-12-01 15:00:00,12-01-2026,15:00:00,18.2,64.0,991.9,8.8,Overcast,194.0,92.7,97.1,1112.0,22.2,16.7,43.0,995.1,4.5,Clear sky,102.0,169.0,27.475,0.7275
2026-12-01 16:00:00,12-01-2026,16:00:00,17.5,69.0,991.9,6.0,Overcast,194.0,97.1,100.4,1273.0,36.1,16.1,49.0,994.6,2.5,Clear sky,90.0,162.0,30.15,0.7825
2026-12-01 17:00:00,12-01-2026,17:00:00,15.7,78.0,991.8,5.2,Overcast,194.0,138.8,144.4,1434.0,61.1,13.7,64.0,994.6,4.3,Clear sky,90.0,185.0,95.575,1.94
2026-12-01 18:00:00,12-01-2026,18:00:00,13.6,80.0,992.7,5.2,Overcast,194.0,154.6,159.7,1583.0,70.8,12.1,70.0,995.2,4.9,Clear sky,125.0,362.0,105.3,3.1475
2026-12-01 19:00:00,12-01-2026,19:00:00,13.1,83.0,992.8,5.2,Overcast,194.0,168.6,173.2,1733.0,84.2,10.6,77.0,995.5,5.2,Clear sky,134.0,355.0,93.45,5.476666667
2026-12-01 20:00:00,,,,,,,,,,,,,9.8,79.0,996.1,5.7,Clear sky,204.0,444.0,96.3,6.62
2026-12-01 21:00:00,,,,,,,,,,,,,9.3,80.0,996.2,6.1,Clear sky,267.0,564.0,109.375,7.7275
2026-12-01 22:00:00,,,,,,,,,,,,,8.4,84.0,996.2,5.6,Clear sky,267.0,555.0,100.65,6.775
2026-12-01 23:00:00,12-01-2026,23:00:00,9.5,94.0,993.0,4.1,Overcast,196.0,202.1,206.3,2045.0,86.8,8.0,85.0,996.2,3.6,Clear sky,334.0,543.0,104.35,5.6575
2026-12-02 00:00:00,,,,,,,,,,,,,16.2,68.0,992.5,10.5,Clear sky,306.0,528.0,89.375,4.4875
2026-12-02 01:00:00,,,,,,,,,,,,,15.4,70.0,992.5,8.6,Clear sky,301.0,444.0,79.025,4.27
2026-12-02 02:00:00,,,,,,,,,,,,,14.7,71.0,992.4,8.0,Clear sky,307.0,436.0,63.3,4.17
2026-12-02 03:00:00,,,,,,,,,,,,,13.9,74.0,991.8,7.8,Clear sky,299.0,404.0,62.575,2.9175
2026-12-02 04:00:00,,,,,,,,,,,,,13.1,77.0,991.2,7.9,Clear sky,293.0,388.0,67.925,2.86
2026-12-02 05:00:00,,,,,,,,,,,,,12.8,83.0,991.6,9.9,Clear sky,329.0,449.0,64.575,2.5225
2026-12-02 06:00:00,,,,,,,,,,,,,12.2,86.0,991.9,7.1,Clear sky,368.0,484.0,70.1,2.58
2026-12-02 07:00:00,,,,,,,,,,,,,11.7,88.0,992.1,6.5,Clear sky,403.0,495.0,65.175,2.26
2026-12-02 08:00:00,12-02-2026,08:00:00,11.4,98.0,992.4,11.0,Overcast,196.0,136.9,137.8,982.0,26.4,13.2,80.0,993.1,7.0,Clear sky,337.0,458.0,68.575,2.38
2026-12-02 09:00:00,12-02-2026,09:00:00,11.9,95.0,992.9,11.5,Overcast,196.0,131.8,133.2,959.0,24.3,16.0,68.0,994.2,6.2,Clear sky,320.0,422.0,83.825,1.85
2026-12-02 10:00:00,12-02-2026,10:00:00,13.1,90.0,992.8,10.8,Overcast,195.0,116.2,117.6,890.0,19.4,19.0,57.0,994.8,7.4,Clear sky,299.0,412.0,70.55,1.6275
2026-12-02 11:00:00,12-02-2026,11:00:00,14.4,84.0,992.3,11.9,Overcast,194.0,105.2,106.4,814.0,15.2,21.7,50.0,994.6,8.7,Partly cloudy,272.0,393.0,56.275,1.2375
2026-12-02 12:00:00,12-02-2026,12:00:00,15.8,78.0,991.2,13.7,Overcast,194.0,97.6,98.7,723.0,12.1,23.4,39.0,993.7,12.0,Partly cloudy,195.0,259.0,24.05,0.74
2026-12-02 13:00:00,12-02-2026,13:00:00,17.2,68.0,990.1,13.9,Mainly clear,193.0,91.7,92.9,626.0,9.7,23.9,37.0,992.8,11.6,Partly cloudy,80.0,128.0,17.625,0.563333333
2026-12-02 14:00:00,12-02-2026,14:00:00,17.6,67.0,989.0,11.0,Clear sky,193.0,87.1,88.0,594.0,10.2,24.3,34.0,992.1,11.0,Clear sky,57.0,102.0,18.325,0.5325
2026-12-02 15:00:00,,,,,,,,,,,,,24.0,34.0,991.6,10.7,Clear sky,58.0,103.0,24.525,0.633333333
2026-12-02 16:00:00,12-02-2026,16:00:00,17.0,70.0,988.2,10.2,Clear sky,192.0,84.3,85.2,834.0,24.0,23.4,35.0,991.4,10.3,Partly cloudy,72.0,125.0,35.35,0.67
2026-12-02 17:00:00,12-02-2026,17:00:00,15.6,77.0,988.1,10.1,Clear sky,192.0,85.9,86.6,959.0,41.2,21.8,43.0,991.1,9.5,Partly cloudy,70.0,146.0,73.8,1.1425
2026-12-02 18:00:00,12-02-2026,18:00:00,13.9,85.0,989.6,7.8,Mainly clear,190.0,99.0,99.7,1031.0,43.8,20.0,53.0,990.9,6.2,Partly cloudy,81.0,228.0,86.3,2.63
2026-12-02 19:00:00,12-02-2026,19:00:00,13.4,88.0,989.6,7.9,Clear sky,188.0,105.2,105.7,1077.0,47.0,18.6,60.0,991.0,5.7,Partly cloudy,106.0,295.0,67.125,2.953333333
2026-12-02 20:00:00,12-02-2026,20:00:00,12.9,89.0,989.9,8.6,Clear sky,186.0,107.1,107.8,1082.0,47.4,17.2,66.0,991.2,4.7,Partly cloudy,129.0,274.0,73.85,4.1025
2026-12-02 21:00:00,12-02-2026,21:00:00,12.5,91.0,990.0,9.3,Clear sky,184.0,105.9,106.6,1027.0,42.6,16.5,66.0,991.4,4.9,Partly cloudy,160.0,338.0,80.725,4.325
2026-12-02 22:00:00,12-02-2026,22:00:00,12.0,92.0,989.6,10.0,Clear sky,183.0,104.5,105.2,931.0,34.8,15.9,67.0,991.0,3.6,Partly cloudy,211.0,409.0,66.675,3.8375
2026-12-02 23:00:00,,,,,,,,,,,,,15.8,65.0,990.7,6.5,Partly cloudy,241.0,406.0,77.825,3.8525
2026-12-03 00:00:00,,,,,,,,,,,,,,,,,,284.0,455.0,70.1,2.666666667
2026-12-03 01:00:00,,,,,,,,,,,,,,,,,,271.0,381.0,70.925,1.86
2026-12-03 02:00:00,,,,,,,,,,,,,,,,,,252.0,337.0,65.7,1.55
2026-12-03 03:00:00,,,,,,,,,,,,,,,,,,238.0,301.0,48.65,1.365
2026-12-03 04:00:00,,,,,,,,,,,,,,,,,,219.0,287.0,47.3,1.6675
2026-12-03 05:00:00,,,,,,,,,,,,,,,,,,218.0,283.0,41.075,1.4475
2026-12-03 06:00:00,,,,,,,,,,,,,,,,,,197.0,257.0,46.275,1.8525
2026-12-03 07:00:00,,,,,,,,,,,,,,,,,,219.0,291.0,54.0,1.716666667
2026-12-03 08:00:00,12-03-2026,08:00:00,12.1,92.0,994.1,3.2,Clear sky,177.0,92.2,94.1,2785.0,49.1,,,,,,210.0,295.0,52.725,1.5
2026-12-03 09:00:00,12-03-2026,09:00:00,13.8,89.0,995.3,3.3,Mainly clear,175.0,89.4,91.5,2381.0,46.1,,,,,,215.0,291.0,53.75,1.5275
2026-12-03 10:00:00,12-03-2026,10:00:00,14.9,87.0,995.5,4.4,Overcast,173.0,82.9,85.2,1539.0,37.4,,,,,,184.0,257.0,38.85,1.36
2026-12-03 11:00:00,,,,,,,,,,,,,,,,,,122.0,195.0,33.55,1.19
2026-12-03 12:00:00,12-03-2026,12:00:00,17.3,74.0,993.8,1.5,Drizzle: Light,171.0,74.7,77.5,652.0,24.3,,,,,,121.0,174.0,21.475,0.9825
2026-12-03 13:00:00,12-03-2026,13:00:00,17.8,72.0,992.7,2.3,Overcast,170.0,74.0,76.6,607.0,20.1,,,,,,66.0,107.0,18.5,0.613333333
2026-12-03 14:00:00,12-03-2026,14:00:00,18.1,68.0,991.9,2.0,Overcast,169.0,73.1,75.7,709.0,23.1,,,,,,53.0,95.0,21.525,0.69
2026-12-03 15:00:00,,,,,,,,,,,,,,,,,,53.0,114.0,25.025,0.7675
2026-12-03 16:00:00,12-03-2026,16:00:00,17.9,66.0,992.0,2.8,Mainly clear,167.0,77.8,80.1,1549.0,65.6,,,,,,73.0,139.0,27.15,0.7975
2026-12-03 17:00:00,12-03-2026,17:00:00,16.1,77.0,992.2,4.9,Mainly clear,165.0,101.5,104.1,1857.0,48.6,,,,,,75.0,232.0,40.825,1.0575
2026-12-03 18:00:00,12-03-2026,18:00:00,13.4,91.0,993.1,1.8,Mainly clear,165.0,111.3,113.4,1781.0,48.6,,,,,,92.0,207.0,96.775,3.095
2026-12-03 19:00:00,12-03-2026,19:00:00,12.6,93.0,993.7,3.3,Mainly clear,165.0,113.2,115.3,1519.0,48.4,,,,,,119.0,401.0,78.85,4.68
2026-12-03 20:00:00,,,,,,,,,,,,,,,,,,163.0,410.0,69.75,4.19
2026-12-03 21:00:00,12-03-2026,21:00:00,11.3,96.0,994.9,4.8,Clear sky,165.0,111.1,112.9,1330.0,45.7,,,,,,156.0,326.0,64.625,3.69
2026-12-03 22:00:00,12-03-2026,22:00:00,10.5,97.0,994.8,4.8,Clear sky,165.0,115.3,117.1,1403.0,43.2,,,,,,174.0,353.0,68.925,2.955
2026-12-03 23:00:00,12-03-2026,23:00:00,10.1,96.0,994.3,4.4,Clear sky,166.0,119.7,121.1,1447.0,40.0,,,,,,196.0,290.0,53.875,2.6375
