Date,time_ist,temp_c,humidity,pressure_mb,windspeed_kph,condition_text,aqi_index,pm2_5,pm10,co,no2,Datetime
12-03-2026,08:00:00,12.1,92,994.1,3.2,Clear sky,177,92.2,94.1,2785,49.1,2026-03-12 08:00:00
12-03-2026,09:00:00,13.8,89,995.3,3.3,Mainly clear,175,89.4,91.5,2381,46.1,2026-03-12 09:00:00
12-03-2026,10:00:00,14.9,87,995.5,4.4,Overcast,173,82.9,85.2,1539,37.4,2026-03-12 10:00:00
12-03-2026,12:00:00,17.3,74,993.8,1.5,Drizzle: Light,171,74.7,77.5,652,24.3,2026-03-12 12:00:00
12-03-2026,13:00:00,17.8,72,992.7,2.3,Overcast,170,74.0,76.6,607,20.1,2026-03-12 13:00:00
12-03-2026,14:00:00,18.1,68,991.9,2.0,Overcast,169,73.1,75.7,709,23.1,2026-03-12 14:00:00
12-03-2026,16:00:00,17.9,66,992.0,2.8,Mainly clear,167,77.8,80.1,1549,65.6,2026-03-12 16:00:00
12-03-2026,17:00:00,16.1,77,992.2,4.9,Mainly clear,165,101.5,104.1,1857,48.6,2026-03-12 17:00:00
12-03-2026,18:00:00,13.4,91,993.1,1.8,Mainly clear,165,111.3,113.4,1781,48.6,2026-03-12 18:00:00
12-03-2026,19:00:00,12.6,93,993.7,3.3,Mainly clear,165,113.2,115.3,1519,48.4,2026-03-12 19:00:00
12-03-2026,21:00:00,11.3,96,994.9,4.8,Clear sky,165,111.1,112.9,1330,45.7,2026-03-12 21:00:00
12-03-2026,22:00:00,10.5,97,994.8,4.8,Clear sky,165,115.3,117.1,1403,43.2,2026-03-12 22:00:00
12-03-2026,23:00:00,10.1,96,994.3,4.4,Clear sky,166,119.7,121.1,1447,40.0,2026-03-12 23:00:00
13-03-2026,00:00:00,10.4,91,992.5,4.7,Clear sky,204,99.2,102.7,765,31.6,2026-03-13 00:00:00
13-03-2026,01:00:00,10.6,91,992.3,6.8,Clear sky,199,92.0,95.5,655,23.1,2026-03-13 01:00:00
13-03-2026,08:00:00,11.6,95,994.6,5.0,Clear sky,182,124.3,127.1,2231,57.2,2026-03-13 08:00:00
13-03-2026,09:00:00,13.8,90,995.9,4.4,Mainly clear,181,119.2,121.1,1985,50.0,2026-03-13 09:00:00
13-03-2026,10:00:00,15.2,86,996.0,4.8,Drizzle: Light,181,106.6,109.0,1419,34.3,2026-03-13 10:00:00
13-03-2026,11:00:00,16.5,81,995.3,3.1,Drizzle: Light,180,95.0,97.6,968,21.8,2026-03-13 11:00:00
13-03-2026,13:00:00,17.6,73,993.3,3.4,Drizzle: Light,178,84.3,86.8,744,11.7,2026-03-13 13:00:00
13-03-2026,14:00:00,17.9,71,992.4,3.7,Mainly clear,177,82.7,85.0,747,16.0,2026-03-13 14:00:00
13-03-2026,15:00:00,17.9,69,992.2,2.9,Mainly clear,176,85.2,87.5,803,32.9,2026-03-13 15:00:00
13-03-2026,16:00:00,17.5,70,992.6,4.1,Mainly clear,175,85.0,86.8,915,57.4,2026-03-13 16:00:00
13-03-2026,17:00:00,15.9,79,992.8,6.5,Mainly clear,174,114.6,116.6,1034,52.1,2026-03-13 17:00:00
13-03-2026,19:00:00,12.8,93,994.4,6.0,Clear sky,173,134.1,136.0,1307,65.8,2026-03-13 19:00:00
13-03-2026,20:00:00,12.4,94,995.1,7.2,Clear sky,174,132.7,134.6,1387,70.0,2026-03-13 20:00:00
13-03-2026,21:00:00,11.9,95,995.6,6.4,Clear sky,174,130.4,131.8,1361,67.6,2026-03-13 21:00:00
13-03-2026,22:00:00,11.1,96,995.5,5.7,Clear sky,175,130.4,131.8,1276,61.7,2026-03-13 22:00:00
13-03-2026,23:00:00,10.3,97,995.0,4.8,Clear sky,175,129.9,131.3,1200,55.3,2026-03-13 23:00:00
14-03-2026,08:00:00,11.6,97,992.6,4.5,Mainly clear,182,124.3,127.1,2020,57.2,2026-03-14 08:00:00
14-03-2026,09:00:00,13.4,93,993.8,4.2,Partly cloudy,181,119.2,121.1,1728,50.0,2026-03-14 09:00:00
14-03-2026,10:00:00,15.1,88,994.1,6.4,Mainly clear,181,106.6,109.0,1150,34.3,2026-03-14 10:00:00
14-03-2026,11:00:00,16.5,78,993.4,5.6,Drizzle: Light,180,95.0,97.6,707,21.8,2026-03-14 11:00:00
14-03-2026,12:00:00,17.6,71,992.2,4.7,Drizzle: Light,179,87.8,90.3,530,15.1,2026-03-14 12:00:00
14-03-2026,14:00:00,18.1,66,990.5,2.9,Drizzle: Light,177,82.7,85.0,611,16.0,2026-03-14 14:00:00
14-03-2026,15:00:00,17.9,68,990.2,3.2,Drizzle: Light,176,85.2,87.5,1029,32.9,2026-03-14 15:00:00
14-03-2026,16:00:00,17.7,68,990.4,3.4,Clear sky,175,85.0,86.8,1611,57.4,2026-03-14 16:00:00
14-03-2026,17:00:00,16.4,78,990.5,2.8,Clear sky,174,114.6,116.6,2001,52.1,2026-03-14 17:00:00
14-03-2026,18:00:00,13.4,90,991.6,5.3,Mainly clear,174,131.8,133.6,2012,57.9,2026-03-14 18:00:00
14-03-2026,20:00:00,12.8,92,992.8,8.2,Clear sky,174,132.7,134.6,1656,70.0,2026-03-14 20:00:00
14-03-2026,21:00:00,12.4,94,993.4,7.8,Clear sky,174,130.4,131.8,1549,67.6,2026-03-14 21:00:00
14-03-2026,22:00:00,11.9,95,993.3,7.9,Clear sky,175,130.4,131.8,1448,61.7,2026-03-14 22:00:00
14-03-2026,23:00:00,11.4,95,992.9,8.2,Clear sky,175,129.9,131.3,1371,55.3,2026-03-14 23:00:00
15-03-2026,00:00:00,10.1,92,991.5,6.0,Clear sky,205,80.1,83.8,747,28.7,2026-03-15 00:00:00
15-03-2026,08:00:00,11.4,92,993.6,3.7,Drizzle: Moderate,177,92.2,94.1,2314,49.1,2026-03-15 08:00:00
15-03-2026,09:00:00,13.2,90,994.8,4.8,Drizzle: Light,175,89.4,91.5,2023,46.1,2026-03-15 09:00:00
15-03-2026,10:00:00,14.8,86,995.1,4.9,Partly cloudy,173,82.9,85.2,1398,37.4,2026-03-15 10:00:00
15-03-2026,11:00:00,16.0,79,994.3,2.3,Drizzle: Light,172,79.2,81.5,918,30.0,2026-03-15 11:00:00
15-03-2026,12:00:00,16.8,78,993.3,0.6,Drizzle: Light,171,74.7,77.5,780,24.3,2026-03-15 12:00:00
15-03-2026,17:00:00,15.4,81,991.8,6.6,Mainly clear,165,101.5,104.1,1098,48.6,2026-03-15 17:00:00
15-03-2026,18:00:00,13.7,90,992.9,3.7,Mainly clear,165,111.3,113.4,1134,48.6,2026-03-15 18:00:00
15-03-2026,19:00:00,12.9,92,993.4,7.5,Mainly clear,165,113.2,115.3,1151,48.4,2026-03-15 19:00:00
15-03-2026,23:00:00,10.0,97,993.8,5.1,Clear sky,166,119.7,121.1,1448,40.0,2026-03-15 23:00:00
16-03-2026,00:00:00,10.4,91,989.7,4.7,Clear sky,204,99.2,102.7,736,31.6,2026-03-16 00:00:00
16-03-2026,01:00:00,10.6,91,989.6,6.8,Clear sky,199,92.0,95.5,627,23.1,2026-03-16 01:00:00
16-03-2026,02:00:00,10.6,93,989.5,7.2,Clear sky,196,84.3,87.8,564,16.7,2026-03-16 02:00:00
16-03-2026,03:00:00,10.1,94,989.2,5.5,Clear sky,193,80.1,83.4,501,13.2,2026-03-16 03:00:00
16-03-2026,04:00:00,10.3,94,989.1,6.6,Clear sky,191,79.4,82.2,484,11.7,2026-03-16 04:00:00
16-03-2026,05:00:00,10.2,94,989.2,5.4,Clear sky,188,86.6,89.6,669,15.4,2026-03-16 05:00:00
16-03-2026,06:00:00,10.4,98,990.2,4.1,Clear sky,186,90.8,93.6,1308,29.1,2026-03-16 06:00:00
16-03-2026,12:00:00,17.4,76,991.6,1.8,Drizzle: Light,179,87.8,90.3,717,15.1,2026-03-16 12:00:00
16-03-2026,13:00:00,17.6,73,990.6,3.4,Drizzle: Light,178,84.3,86.8,693,11.7,2026-03-16 13:00:00
16-03-2026,14:00:00,17.9,71,989.8,3.7,Mainly clear,177,82.7,85.0,759,16.0,2026-03-16 14:00:00
16-03-2026,15:00:00,17.9,69,989.6,2.9,Mainly clear,176,85.2,87.5,945,32.9,2026-03-16 15:00:00
16-03-2026,16:00:00,17.5,70,989.9,4.1,Mainly clear,175,85.0,86.8,1221,57.4,2026-03-16 16:00:00
16-03-2026,18:00:00,13.1,92,991.2,3.7,Clear sky,174,131.8,133.6,1457,57.9,2026-03-16 18:00:00
16-03-2026,19:00:00,12.8,93,991.7,6.0,Clear sky,173,134.1,136.0,1416,65.8,2026-03-16 19:00:00
16-03-2026,20:00:00,12.4,94,992.4,7.2,Clear sky,174,132.7,134.6,1382,70.0,2026-03-16 20:00:00
16-03-2026,22:00:00,11.1,96,992.7,5.7,Clear sky,175,130.4,131.8,1411,61.7,2026-03-16 22:00:00
16-03-2026,23:00:00,10.3,97,992.2,4.8,Clear sky,175,129.9,131.3,1401,55.3,2026-03-16 23:00:00
17-03-2026,07:00:00,9.9,97,995.0,7.7,Clear sky,173,112.9,113.6,1538,26.5,2026-03-17 07:00:00
17-03-2026,08:00:00,10.8,95,995.8,8.3,Clear sky,174,110.1,110.8,1696,28.1,2026-03-17 08:00:00
17-03-2026,09:00:00,12.5,89,996.3,6.1,Clear sky,174,107.1,107.8,1613,26.5,2026-03-17 09:00:00
17-03-2026,10:00:00,14.1,84,996.4,5.9,Clear sky,174,96.4,97.1,1408,23.2,2026-03-17 10:00:00
17-03-2026,12:00:00,17.3,72,994.5,5.7,Clear sky,175,78.5,79.2,1098,17.5,2026-03-17 12:00:00
17-03-2026,13:00:00,18.5,68,993.3,5.7,Clear sky,175,70.3,71.0,993,15.1,2026-03-17 13:00:00
17-03-2026,14:00:00,19.0,65,992.7,6.2,Clear sky,175,63.1,63.8,988,17.1,2026-03-17 14:00:00
17-03-2026,15:00:00,19.1,64,992.4,6.8,Clear sky,175,59.6,60.3,1174,27.2,2026-03-17 15:00:00
17-03-2026,17:00:00,16.9,78,992.2,5.0,Clear sky,174,71.7,72.2,1644,45.9,2026-03-17 17:00:00
17-03-2026,18:00:00,15.8,81,992.9,6.7,Clear sky,173,84.5,84.8,1632,49.9,2026-03-17 18:00:00
17-03-2026,19:00:00,15.1,84,993.3,7.6,Clear sky,173,89.2,89.4,1520,55.0,2026-03-17 19:00:00
17-03-2026,20:00:00,14.4,86,993.5,8.2,Clear sky,172,88.9,89.2,1393,56.8,2026-03-17 20:00:00
17-03-2026,22:00:00,12.9,89,993.7,8.6,Clear sky,171,83.4,83.6,1131,44.7,2026-03-17 22:00:00
17-03-2026,23:00:00,12.3,91,993.4,8.5,Clear sky,170,79.9,80.3,1013,37.2,2026-03-17 23:00:00
18-03-2026,00:00:00,9.9,96,993.6,3.4,Clear sky,166,116.4,118.0,1420,35.6,2026-03-18 00:00:00
18-03-2026,01:00:00,9.4,97,993.3,4.1,Clear sky,167,115.0,116.6,1364,30.6,2026-03-18 01:00:00
18-03-2026,10:00:00,14.0,84,995.0,5.7,Clear sky,174,96.4,97.1,1257,23.2,2026-03-18 10:00:00
18-03-2026,11:00:00,15.7,78,994.3,5.9,Clear sky,175,85.0,85.4,1127,20.4,2026-03-18 11:00:00
18-03-2026,12:00:00,17.1,73,993.1,5.7,Clear sky,175,78.5,79.2,1012,17.5,2026-03-18 12:00:00
18-03-2026,13:00:00,18.3,68,992.0,5.6,Clear sky,175,70.3,71.0,907,15.1,2026-03-18 13:00:00
18-03-2026,14:00:00,19.0,65,991.3,5.9,Clear sky,175,63.1,63.8,885,17.1,2026-03-18 14:00:00
18-03-2026,15:00:00,19.1,65,991.0,6.6,Clear sky,175,59.6,60.3,1023,27.2,2026-03-18 15:00:00
18-03-2026,17:00:00,16.6,79,990.8,4.9,Clear sky,174,71.7,72.2,1385,45.9,2026-03-18 17:00:00
18-03-2026,18:00:00,15.2,83,991.5,5.8,Clear sky,173,84.5,84.8,1366,49.9,2026-03-18 18:00:00
18-03-2026,19:00:00,14.6,85,991.9,6.2,Clear sky,173,89.2,89.4,1268,55.0,2026-03-18 19:00:00
18-03-2026,20:00:00,13.9,86,992.1,7.0,Clear sky,172,88.9,89.2,1170,56.8,2026-03-18 20:00:00
18-03-2026,22:00:00,12.6,89,992.4,7.1,Clear sky,171,83.4,83.6,1029,44.7,2026-03-18 22:00:00
18-03-2026,23:00:00,11.9,91,992.0,6.5,Clear sky,170,79.9,80.3,963,37.2,2026-03-18 23:00:00
19-03-2026,08:00:00,10.4,97,995.1,7.6,Clear sky,180,113.2,114.1,1252,31.7,2026-03-19 08:00:00
19-03-2026,09:00:00,12.0,91,995.7,6.5,Clear sky,180,110.1,111.1,1155,30.0,2026-03-19 09:00:00
19-03-2026,10:00:00,13.8,84,995.8,6.5,Clear sky,180,96.9,97.8,1000,26.7,2026-03-19 10:00:00
19-03-2026,11:00:00,15.6,77,995.0,7.0,Clear sky,180,82.7,83.6,868,24.0,2026-03-19 11:00:00
19-03-2026,12:00:00,17.0,73,993.7,6.7,Clear sky,179,77.1,78.0,782,21.2,2026-03-19 12:00:00
19-03-2026,13:00:00,18.1,70,992.6,6.7,Clear sky,179,69.4,70.3,720,18.8,2026-03-19 13:00:00
19-03-2026,15:00:00,18.9,67,991.7,7.5,Clear sky,178,60.8,61.9,759,31.3,2026-03-19 15:00:00
19-03-2026,16:00:00,18.3,70,991.5,7.3,Clear sky,178,62.6,63.6,860,46.1,2026-03-19 16:00:00
19-03-2026,17:00:00,16.8,77,991.6,6.7,Clear sky,177,70.3,71.0,935,49.3,2026-03-19 17:00:00
19-03-2026,18:00:00,15.5,81,992.2,8.0,Clear sky,176,84.1,84.5,957,54.4,2026-03-19 18:00:00
19-03-2026,20:00:00,13.6,86,992.8,8.5,Clear sky,174,89.4,89.9,942,63.7,2026-03-19 20:00:00
19-03-2026,21:00:00,12.9,88,993.3,8.5,Clear sky,173,86.1,86.6,927,59.1,2026-03-19 21:00:00
19-03-2026,22:00:00,12.3,89,993.0,8.4,Clear sky,173,83.1,83.4,904,50.4,2026-03-19 22:00:00
20-03-2026,07:00:00,10.0,98,992.1,8.9,Mainly clear,180,115.9,116.6,1475,30.6,2026-03-20 07:00:00
20-03-2026,08:00:00,10.8,97,992.8,9.3,Clear sky,180,113.2,114.1,1634,31.7,2026-03-20 08:00:00
20-03-2026,09:00:00,12.2,93,993.3,7.1,Clear sky,180,110.1,111.1,1563,30.0,2026-03-20 09:00:00
20-03-2026,10:00:00,14.2,84,993.4,6.9,Clear sky,180,96.9,97.8,1378,26.7,2026-03-20 10:00:00
20-03-2026,11:00:00,16.0,76,992.7,6.6,Clear sky,180,82.7,83.6,1210,24.0,2026-03-20 11:00:00
20-03-2026,12:00:00,17.5,71,991.6,5.9,Clear sky,179,77.1,78.0,1077,21.2,2026-03-20 12:00:00
20-03-2026,14:00:00,19.1,63,989.8,6.2,Clear sky,179,63.8,64.7,940,21.0,2026-03-20 14:00:00
20-03-2026,15:00:00,19.2,62,989.5,7.0,Clear sky,178,60.8,61.9,1102,31.3,2026-03-20 15:00:00
20-03-2026,16:00:00,18.5,67,989.3,6.7,Clear sky,178,62.6,63.6,1360,46.1,2026-03-20 16:00:00
20-03-2026,17:00:00,17.0,76,989.4,6.3,Clear sky,177,70.3,71.0,1529,49.3,2026-03-20 17:00:00
20-03-2026,18:00:00,15.8,82,990.1,8.8,Clear sky,176,84.1,84.5,1522,54.4,2026-03-20 18:00:00
20-03-2026,19:00:00,15.1,84,990.4,9.8,Clear sky,175,89.4,89.6,1427,61.0,2026-03-20 19:00:00
20-03-2026,21:00:00,13.7,87,991.1,10.9,Clear sky,173,86.1,86.6,1208,59.1,2026-03-20 21:00:00
20-03-2026,22:00:00,13.1,88,990.8,10.7,Clear sky,173,83.1,83.4,1085,50.4,2026-03-20 22:00:00
20-03-2026,23:00:00,12.5,90,990.5,10.2,Clear sky,171,78.7,78.9,979,42.0,2026-03-20 23:00:00
21-03-2026,00:00:00,9.2,98,993.1,4.8,Clear sky,166,116.4,118.0,1387,35.6,2026-03-21 00:00:00
21-03-2026,01:00:00,8.7,99,992.9,4.8,Clear sky,167,115.0,116.6,1265,30.6,2026-03-21 01:00:00
21-03-2026,02:00:00,8.4,99,992.3,5.1,Mainly clear,168,115.0,116.4,1165,26.5,2026-03-21 02:00:00
21-03-2026,09:00:00,12.1,90,994.5,4.8,Clear sky,174,107.1,107.8,1347,26.5,2026-03-21 09:00:00
21-03-2026,10:00:00,13.9,84,994.6,5.6,Clear sky,174,96.4,97.1,1126,23.2,2026-03-21 10:00:00
21-03-2026,11:00:00,15.7,77,993.9,6.0,Clear sky,175,85.0,85.4,944,20.4,2026-03-21 11:00:00
21-03-2026,12:00:00,17.1,72,992.7,5.8,Clear sky,175,78.5,79.2,841,17.5,2026-03-21 12:00:00
21-03-2026,13:00:00,18.2,70,991.5,5.7,Clear sky,175,70.3,71.0,778,15.1,2026-03-21 13:00:00
21-03-2026,15:00:00,19.1,66,990.6,7.3,Clear sky,175,59.6,60.3,869,27.2,2026-03-21 15:00:00
21-03-2026,16:00:00,18.6,69,990.4,7.0,Clear sky,174,61.7,62.4,1024,41.6,2026-03-21 16:00:00
21-03-2026,17:00:00,16.8,78,990.4,6.7,Clear sky,174,71.7,72.2,1123,45.9,2026-03-21 17:00:00
21-03-2026,19:00:00,14.1,86,991.4,8.3,Clear sky,173,89.2,89.4,1039,55.0,2026-03-21 19:00:00
21-03-2026,20:00:00,13.2,88,991.7,8.6,Clear sky,172,88.9,89.2,975,56.8,2026-03-21 20:00:00
21-03-2026,21:00:00,12.6,89,992.1,9.0,Clear sky,172,85.9,86.1,940,52.5,2026-03-21 21:00:00
21-03-2026,22:00:00,12.1,91,991.8,9.1,Clear sky,171,83.4,83.6,911,44.7,2026-03-21 22:00:00
21-03-2026,23:00:00,11.6,92,991.5,8.6,Clear sky,170,79.9,80.3,878,37.2,2026-03-21 23:00:00
22-03-2026,08:00:00,10.4,97,992.4,7.6,Clear sky,180,113.2,114.1,1554,31.7,2026-03-22 08:00:00
22-03-2026,09:00:00,12.0,91,993.0,6.5,Clear sky,180,110.1,111.1,1421,30.0,2026-03-22 09:00:00
22-03-2026,10:00:00,13.8,84,993.1,6.5,Clear sky,180,96.9,97.8,1177,26.7,2026-03-22 10:00:00
22-03-2026,11:00:00,15.6,77,992.3,7.0,Clear sky,180,82.7,83.6,977,24.0,2026-03-22 11:00:00
22-03-2026,12:00:00,17.0,73,991.1,6.7,Clear sky,179,77.1,78.0,868,21.2,2026-03-22 12:00:00
22-03-2026,14:00:00,18.8,67,989.4,7.0,Clear sky,179,63.8,64.7,800,21.0,2026-03-22 14:00:00
22-03-2026,15:00:00,18.9,67,989.1,7.5,Clear sky,178,60.8,61.9,899,31.3,2026-03-22 15:00:00
22-03-2026,16:00:00,18.3,70,988.8,7.3,Clear sky,178,62.6,63.6,1057,46.1,2026-03-22 16:00:00
22-03-2026,17:00:00,16.8,77,988.9,6.7,Clear sky,177,70.3,71.0,1161,49.3,2026-03-22 17:00:00
22-03-2026,19:00:00,14.5,84,989.9,8.3,Clear sky,175,89.4,89.6,1088,61.0,2026-03-22 19:00:00
22-03-2026,20:00:00,13.6,86,990.1,8.5,Clear sky,174,89.4,89.9,1028,63.7,2026-03-22 20:00:00
22-03-2026,21:00:00,12.9,88,990.6,8.5,Clear sky,173,86.1,86.6,994,59.1,2026-03-22 21:00:00
22-03-2026,22:00:00,12.3,89,990.3,8.4,Clear sky,173,83.1,83.4,963,50.4,2026-03-22 22:00:00
22-03-2026,23:00:00,11.8,91,990.0,7.9,Clear sky,171,78.7,78.9,926,42.0,2026-03-22 23:00:00
23-03-2026,07:00:00,8.9,97,994.6,6.1,Clear sky,164,91.0,91.3,1717,33.5,2026-03-23 07:00:00
23-03-2026,08:00:00,10.0,95,995.4,7.2,Clear sky,163,102.9,103.1,2006,39.5,2026-03-23 08:00:00
23-03-2026,09:00:00,11.6,91,996.5,4.5,Clear sky,163,102.4,102.7,1933,35.9,2026-03-23 09:00:00
23-03-2026,10:00:00,13.6,83,997.0,3.8,Clear sky,163,97.6,98.0,1675,27.4,2026-03-23 10:00:00
23-03-2026,12:00:00,16.6,71,995.8,3.1,Clear sky,163,84.3,84.8,1311,15.1,2026-03-23 12:00:00
23-03-2026,13:00:00,17.6,68,994.9,2.7,Clear sky,163,74.5,75.2,1205,11.3,2026-03-23 13:00:00
23-03-2026,14:00:00,18.2,65,994.4,2.7,Clear sky,163,66.6,67.3,1250,13.9,2026-03-23 14:00:00
23-03-2026,15:00:00,18.4,64,994.0,3.2,Clear sky,164,62.2,63.1,1550,27.3,2026-03-23 15:00:00
23-03-2026,17:00:00,16.1,77,993.9,3.6,Clear sky,164,115.5,116.4,2398,74.7,2026-03-23 17:00:00
23-03-2026,18:00:00,15.2,80,994.6,4.5,Clear sky,165,149.9,150.9,2694,87.5,2026-03-23 18:00:00
23-03-2026,19:00:00,14.6,81,994.9,2.9,Clear sky,166,180.7,181.6,2935,105.1,2026-03-23 19:00:00
23-03-2026,20:00:00,13.8,83,995.4,2.7,Clear sky,168,207.7,208.2,3063,117.5,2026-03-23 20:00:00
23-03-2026,22:00:00,12.4,89,995.7,1.5,Clear sky,174,250.5,254.3,2796,116.5,2026-03-23 22:00:00
23-03-2026,23:00:00,11.4,93,995.5,2.3,Clear sky,178,261.7,267.3,2699,113.5,2026-03-23 23:00:00
24-03-2026,00:00:00,11.1,93,991.5,5.9,Clear sky,170,75.7,75.9,893,30.6,2026-03-24 00:00:00
24-03-2026,01:00:00,10.7,94,991.4,6.1,Clear sky,169,74.3,74.5,827,24.2,2026-03-24 01:00:00
