Date,time_ist,temp_c,humidity,pressure_mb,windspeed_kph,condition_text,aqi_index,pm2_5,pm10,co,no2,Datetime
20-01-2026,01:00:00,8.1,100,991.1,2.9,Overcast,198,182.5,186.3,1882,53.9,2026-01-20 01:00:00
20-01-2026,02:00:00,7.7,100,990.6,4.1,Overcast,198,176.5,180.2,1808,47.6,2026-01-20 02:00:00
20-01-2026,03:00:00,7.4,100,990.5,3.9,Overcast,199,171.4,175.1,1711,40.4,2026-01-20 03:00:00
20-01-2026,07:00:00,7.8,100,992.0,4.5,Overcast,201,167.6,171.8,2043,40.1,2026-01-20 07:00:00
20-01-2026,08:00:00,8.6,99,993.2,4.0,Overcast,202,171.4,175.6,2214,43.0,2026-01-20 08:00:00
20-01-2026,09:00:00,9.5,97,993.9,2.7,Overcast,203,168.6,172.3,2211,40.3,2026-01-20 09:00:00
20-01-2026,10:00:00,11.0,98,994.3,2.8,Overcast,203,157.9,163.0,2114,34.5,2026-01-20 10:00:00
20-01-2026,11:00:00,13.9,88,993.9,1.8,Overcast,204,136.4,143.9,1980,29.1,2026-01-20 11:00:00
20-01-2026,12:00:00,16.8,77,992.8,2.4,Overcast,204,111.5,121.5,1761,23.3,2026-01-20 12:00:00
20-01-2026,13:00:00,18.6,69,991.7,2.9,Overcast,204,94.3,106.4,1505,17.9,2026-01-20 13:00:00
20-01-2026,14:00:00,19.5,66,990.9,3.7,Overcast,204,83.4,96.4,1410,18.5,2026-01-20 14:00:00
20-01-2026,18:00:00,14.0,85,990.8,3.2,Clear sky,202,160.2,177.4,2336,89.8,2026-01-20 18:00:00
20-01-2026,19:00:00,12.8,90,990.7,2.7,Clear sky,202,181.6,198.4,2271,98.1,2026-01-20 19:00:00
20-01-2026,20:00:00,11.6,94,990.8,2.8,Clear sky,203,197.0,213.7,2253,103.3,2026-01-20 20:00:00
20-01-2026,21:00:00,10.7,97,990.6,2.8,Clear sky,204,211.4,228.2,2366,103.6,2026-01-20 21:00:00
20-01-2026,22:00:00,10.0,98,990.3,2.5,Clear sky,206,225.4,241.2,2525,100.8,2026-01-20 22:00:00
20-01-2026,23:00:00,9.4,99,989.9,2.5,Clear sky,207,228.2,244.0,2631,95.7,2026-01-20 23:00:00
21-01-2026,00:00:00,9.1,94,989.7,4.5,Overcast,196,190.9,194.6,1967,78.2,2026-01-21 00:00:00
21-01-2026,01:00:00,8.9,94,989.4,3.4,Overcast,197,182.1,185.8,1843,67.0,2026-01-21 01:00:00
21-01-2026,11:00:00,14.6,84,992.2,2.8,Overcast,206,136.4,143.4,1942,34.9,2026-01-21 11:00:00
21-01-2026,12:00:00,17.0,71,991.2,3.4,Overcast,206,110.6,119.7,1719,27.7,2026-01-21 12:00:00
21-01-2026,13:00:00,18.6,64,990.2,3.6,Overcast,206,92.2,102.9,1482,20.8,2026-01-21 13:00:00
21-01-2026,14:00:00,19.4,62,989.3,3.6,Overcast,206,83.1,93.8,1427,21.5,2026-01-21 14:00:00
21-01-2026,15:00:00,19.7,63,988.9,3.5,Overcast,205,81.0,91.0,1723,35.1,2026-01-21 15:00:00
21-01-2026,19:00:00,13.6,85,989.3,1.9,Clear sky,205,205.8,220.3,2555,134.8,2026-01-21 19:00:00
21-01-2026,20:00:00,12.6,88,989.4,2.2,Clear sky,207,226.3,240.3,2558,145.7,2026-01-21 20:00:00
21-01-2026,21:00:00,11.8,90,989.2,2.2,Clear sky,209,239.3,252.4,2750,142.8,2026-01-21 21:00:00
21-01-2026,22:00:00,11.0,92,988.8,2.6,Clear sky,211,241.2,254.3,3009,131.7,2026-01-21 22:00:00
21-01-2026,23:00:00,10.4,93,988.4,2.6,Clear sky,212,225.8,238.4,3157,116.9,2026-01-21 23:00:00
22-01-2026,00:00:00,10.1,97,991.5,4.7,Clear sky,208,213.7,229.1,2220,87.2,2026-01-22 00:00:00
22-01-2026,01:00:00,9.7,98,991.2,4.8,Clear sky,209,197.4,212.8,2155,76.3,2026-01-22 01:00:00
22-01-2026,02:00:00,8.4,100,990.6,4.8,Overcast,210,184.4,198.8,2098,66.9,2026-01-22 02:00:00
22-01-2026,03:00:00,8.0,100,990.1,4.4,Overcast,210,174.6,188.1,1984,59.5,2026-01-22 03:00:00
22-01-2026,04:00:00,7.8,100,989.8,3.3,Overcast,210,169.5,183.5,1879,53.5,2026-01-22 04:00:00
22-01-2026,05:00:00,7.6,100,990.0,4.2,Overcast,210,172.3,187.2,1955,53.3,2026-01-22 05:00:00
22-01-2026,06:00:00,8.2,99,991.2,0.5,Overcast,211,178.8,195.6,2390,55.7,2026-01-22 06:00:00
22-01-2026,07:00:00,8.4,99,991.9,1.1,Overcast,211,199.8,218.4,3005,58.8,2026-01-22 07:00:00
22-01-2026,16:00:00,19.5,73,989.7,3.3,Clear sky,214,82.7,84.3,2910,80.9,2026-01-22 16:00:00
22-01-2026,17:00:00,17.1,81,989.6,4.5,Clear sky,214,167.2,176.5,3289,110.1,2026-01-22 17:00:00
22-01-2026,18:00:00,14.3,84,990.8,5.2,Clear sky,215,201.6,210.0,3285,122.8,2026-01-22 18:00:00
22-01-2026,19:00:00,13.8,87,991.4,6.0,Clear sky,217,218.9,226.8,3100,139.6,2026-01-22 19:00:00
22-01-2026,20:00:00,13.0,90,991.9,6.3,Clear sky,218,218.4,225.4,2883,146.4,2026-01-22 20:00:00
22-01-2026,21:00:00,12.2,93,992.0,6.2,Clear sky,219,205.8,212.3,2666,134.6,2026-01-22 21:00:00
22-01-2026,22:00:00,11.6,95,991.8,6.2,Clear sky,219,195.1,201.6,2418,112.8,2026-01-22 22:00:00
22-01-2026,23:00:00,10.9,95,991.4,6.2,Clear sky,218,187.2,193.2,2199,92.6,2026-01-22 23:00:00
23-01-2026,00:00:00,9.9,96,990.0,4.4,Clear sky,208,213.7,229.1,2446,87.2,2026-01-23 00:00:00
23-01-2026,08:00:00,9.9,95,991.2,1.0,Overcast,213,211.9,227.7,3094,60.1,2026-01-23 08:00:00
23-01-2026,09:00:00,11.9,95,992.0,1.8,Overcast,214,194.6,206.3,3192,58.5,2026-01-23 09:00:00
23-01-2026,10:00:00,13.2,96,992.1,1.6,Overcast,215,178.3,188.6,3178,55.0,2026-01-23 10:00:00
23-01-2026,11:00:00,15.6,89,991.7,2.1,Partly cloudy,216,133.2,143.0,3069,50.5,2026-01-23 11:00:00
23-01-2026,12:00:00,18.3,78,990.7,3.3,Clear sky,216,97.3,104.1,2782,41.5,2026-01-23 12:00:00
23-01-2026,13:00:00,19.8,72,989.7,3.4,Clear sky,216,77.3,81.5,2401,31.5,2026-01-23 13:00:00
23-01-2026,14:00:00,20.6,69,988.8,3.0,Clear sky,215,68.7,71.5,2198,31.8,2026-01-23 14:00:00
23-01-2026,15:00:00,20.9,70,988.4,3.7,Clear sky,214,67.1,69.2,2357,51.2,2026-01-23 15:00:00
23-01-2026,16:00:00,20.1,75,988.1,4.4,Clear sky,214,82.7,84.3,2693,80.9,2026-01-23 16:00:00
23-01-2026,19:00:00,13.8,87,989.8,5.8,Clear sky,217,218.9,226.8,2865,139.6,2026-01-23 19:00:00
23-01-2026,20:00:00,13.1,89,990.4,6.1,Clear sky,218,218.4,225.4,2733,146.4,2026-01-23 20:00:00
23-01-2026,21:00:00,12.6,92,990.5,6.1,Clear sky,219,205.8,212.3,2543,134.6,2026-01-23 21:00:00
23-01-2026,22:00:00,11.9,94,990.3,6.2,Clear sky,219,195.1,201.6,2303,112.8,2026-01-23 22:00:00
23-01-2026,23:00:00,10.6,95,989.7,6.0,Clear sky,218,187.2,193.2,2090,92.6,2026-01-23 23:00:00
24-01-2026,00:00:00,9.7,96,990.6,3.1,Clear sky,213,196.5,207.7,3431,96.3,2026-01-24 00:00:00
24-01-2026,01:00:00,8.8,100,990.2,3.6,Mainly clear,213,173.2,183.0,3217,71.8,2026-01-24 01:00:00
24-01-2026,02:00:00,8.4,100,989.7,3.8,Overcast,213,156.5,164.4,2997,54.1,2026-01-24 02:00:00
24-01-2026,03:00:00,8.2,100,989.2,3.1,Overcast,212,145.3,151.8,2779,47.9,2026-01-24 03:00:00
24-01-2026,04:00:00,7.9,100,988.8,2.6,Overcast,211,140.6,146.7,2556,48.4,2026-01-24 04:00:00
24-01-2026,11:00:00,17.5,81,992.3,1.5,Clear sky,217,122.0,128.1,2738,39.0,2026-01-24 11:00:00
24-01-2026,12:00:00,20.1,71,991.3,2.1,Clear sky,216,83.6,87.3,2425,27.3,2026-01-24 12:00:00
24-01-2026,13:00:00,21.4,67,990.2,2.2,Clear sky,215,61.5,63.8,2005,17.5,2026-01-24 13:00:00
24-01-2026,14:00:00,22.0,64,989.4,2.3,Clear sky,214,52.2,53.8,1750,17.4,2026-01-24 14:00:00
24-01-2026,15:00:00,22.0,65,988.9,3.1,Clear sky,213,49.0,50.2,1829,34.4,2026-01-24 15:00:00
24-01-2026,16:00:00,21.1,72,988.6,3.4,Clear sky,211,57.5,58.3,2073,61.1,2026-01-24 16:00:00
24-01-2026,17:00:00,18.5,81,988.7,5.8,Clear sky,210,139.2,145.8,2251,89.7,2026-01-24 17:00:00
24-01-2026,18:00:00,14.9,86,989.9,7.4,Clear sky,210,167.2,173.2,2278,97.7,2026-01-24 18:00:00
24-01-2026,19:00:00,14.1,90,990.5,7.6,Clear sky,209,180.2,185.8,2238,108.1,2026-01-24 19:00:00
24-01-2026,20:00:00,13.4,92,990.9,7.5,Clear sky,208,179.7,184.9,2154,110.8,2026-01-24 20:00:00
24-01-2026,21:00:00,12.9,93,991.0,8.0,Clear sky,206,174.2,179.3,2007,99.1,2026-01-24 21:00:00
24-01-2026,22:00:00,12.2,95,990.9,7.3,Clear sky,204,170.9,176.5,1816,79.7,2026-01-24 22:00:00
24-01-2026,23:00:00,11.7,96,990.3,7.7,Clear sky,201,166.7,172.3,1654,62.7,2026-01-24 23:00:00
25-01-2026,09:00:00,10.4,98,990.6,2.6,Overcast,214,206.3,214.2,2798,67.4,2026-01-25 09:00:00
25-01-2026,10:00:00,12.9,89,990.9,2.1,Clear sky,216,178.8,186.3,2668,52.3,2026-01-25 10:00:00
25-01-2026,11:00:00,15.8,82,990.5,3.1,Clear sky,217,122.0,128.1,2501,39.0,2026-01-25 11:00:00
25-01-2026,12:00:00,18.0,75,989.4,4.0,Clear sky,216,83.6,87.3,2259,27.3,2026-01-25 12:00:00
25-01-2026,13:00:00,19.5,71,988.4,4.0,Clear sky,215,61.5,63.8,1980,17.5,2026-01-25 13:00:00
25-01-2026,14:00:00,20.2,68,987.6,3.7,Clear sky,214,52.2,53.8,1871,17.4,2026-01-25 14:00:00
25-01-2026,15:00:00,20.5,69,987.1,4.1,Clear sky,213,49.0,50.2,2098,34.4,2026-01-25 15:00:00
25-01-2026,16:00:00,19.8,77,986.8,3.5,Clear sky,211,57.5,58.3,2495,61.1,2026-01-25 16:00:00
25-01-2026,17:00:00,17.6,86,986.8,4.8,Clear sky,210,139.2,145.8,2776,89.7,2026-01-25 17:00:00
25-01-2026,18:00:00,14.5,89,988.0,6.8,Clear sky,210,167.2,173.2,2819,97.7,2026-01-25 18:00:00
25-01-2026,19:00:00,13.6,91,988.5,6.6,Clear sky,209,180.2,185.8,2747,108.1,2026-01-25 19:00:00
25-01-2026,20:00:00,12.8,94,989.0,6.5,Clear sky,208,179.7,184.9,2635,110.8,2026-01-25 20:00:00
25-01-2026,21:00:00,12.0,95,989.1,6.7,Clear sky,206,174.2,179.3,2495,99.1,2026-01-25 21:00:00
26-01-2026,09:00:00,11.2,95,991.6,0.6,Overcast,214,194.6,206.3,2934,58.5,2026-01-26 09:00:00
26-01-2026,10:00:00,12.5,95,991.6,1.9,Overcast,215,178.3,188.6,3046,55.0,2026-01-26 10:00:00
26-01-2026,11:00:00,14.7,92,991.1,1.8,Partly cloudy,216,133.2,143.0,3044,50.5,2026-01-26 11:00:00
26-01-2026,12:00:00,18.0,78,990.1,2.3,Clear sky,216,97.3,104.1,2822,41.5,2026-01-26 12:00:00
26-01-2026,13:00:00,19.9,71,989.2,2.7,Clear sky,216,77.3,81.5,2486,31.5,2026-01-26 13:00:00
26-01-2026,14:00:00,20.8,68,988.3,2.6,Clear sky,215,68.7,71.5,2312,31.8,2026-01-26 14:00:00
26-01-2026,15:00:00,21.1,69,987.9,3.1,Clear sky,214,67.1,69.2,2476,51.2,2026-01-26 15:00:00
26-01-2026,16:00:00,20.3,75,987.6,4.0,Clear sky,214,82.7,84.3,2803,80.9,2026-01-26 16:00:00
26-01-2026,17:00:00,18.0,81,987.5,6.8,Clear sky,214,167.2,176.5,3040,110.1,2026-01-26 17:00:00
26-01-2026,18:00:00,14.6,87,988.8,6.3,Clear sky,215,201.6,210.0,3101,122.8,2026-01-26 18:00:00
26-01-2026,19:00:00,14.1,86,989.3,6.6,Clear sky,217,218.9,226.8,3074,139.6,2026-01-26 19:00:00
26-01-2026,20:00:00,13.4,88,989.8,6.8,Clear sky,218,218.4,225.4,2968,146.4,2026-01-26 20:00:00
27-01-2026,00:00:00,9.7,96,987.9,3.1,Clear sky,213,196.5,207.7,3097,96.3,2026-01-27 00:00:00
27-01-2026,01:00:00,8.8,100,987.4,3.6,Mainly clear,213,173.2,183.0,2927,71.8,2026-01-27 01:00:00
27-01-2026,02:00:00,8.4,100,987.0,3.8,Overcast,213,156.5,164.4,2758,54.1,2026-01-27 02:00:00
27-01-2026,03:00:00,8.2,100,986.5,3.1,Overcast,212,145.3,151.8,2599,47.9,2026-01-27 03:00:00
27-01-2026,04:00:00,7.9,100,986.1,2.6,Overcast,211,140.6,146.7,2442,48.4,2026-01-27 04:00:00
27-01-2026,11:00:00,17.5,81,989.6,1.5,Clear sky,217,122.0,128.1,2902,39.0,2026-01-27 11:00:00
27-01-2026,12:00:00,20.1,71,988.6,2.1,Clear sky,216,83.6,87.3,2590,27.3,2026-01-27 12:00:00
27-01-2026,13:00:00,21.4,67,987.6,2.2,Clear sky,215,61.5,63.8,2161,17.5,2026-01-27 13:00:00
27-01-2026,14:00:00,22.0,64,986.7,2.3,Clear sky,214,52.2,53.8,1923,17.4,2026-01-27 14:00:00
27-01-2026,15:00:00,22.0,65,986.3,3.1,Clear sky,213,49.0,50.2,2076,34.4,2026-01-27 15:00:00
27-01-2026,16:00:00,21.1,72,986.0,3.4,Clear sky,211,57.5,58.3,2420,61.1,2026-01-27 16:00:00
27-01-2026,19:00:00,14.1,90,987.8,7.6,Clear sky,209,180.2,185.8,2589,108.1,2026-01-27 19:00:00
27-01-2026,20:00:00,13.4,92,988.2,7.5,Clear sky,208,179.7,184.9,2458,110.8,2026-01-27 20:00:00
27-01-2026,21:00:00,12.9,93,988.3,8.0,Clear sky,206,174.2,179.3,2280,99.1,2026-01-27 21:00:00
27-01-2026,22:00:00,12.2,95,988.2,7.3,Clear sky,204,170.9,176.5,2058,79.7,2026-01-27 22:00:00
27-01-2026,23:00:00,11.7,96,987.6,7.7,Clear sky,201,166.7,172.3,1866,62.7,2026-01-27 23:00:00
28-01-2026,00:00:00,9.7,96,990.9,5.1,Clear sky,216,179.7,185.3,2024,77.6,2026-01-28 00:00:00
28-01-2026,01:00:00,8.8,97,990.5,4.9,Clear sky,215,176.5,182.5,1877,64.3,2026-01-28 01:00:00
28-01-2026,02:00:00,8.3,98,990.3,4.1,Clear sky,214,178.3,184.9,1775,53.5,2026-01-28 02:00:00
28-01-2026,09:00:00,10.0,98,993.8,9.3,Overcast,217,187.7,193.2,1657,44.4,2026-01-28 09:00:00
28-01-2026,10:00:00,11.6,90,994.1,9.1,Overcast,217,178.8,184.9,1528,36.5,2026-01-28 10:00:00
28-01-2026,11:00:00,13.7,85,993.5,5.9,Clear sky,217,160.7,168.1,1424,29.7,2026-01-28 11:00:00
28-01-2026,12:00:00,15.6,80,992.4,4.6,Clear sky,218,136.9,144.8,1347,23.4,2026-01-28 12:00:00
28-01-2026,13:00:00,17.0,76,991.3,4.6,Clear sky,220,120.6,128.5,1294,18.2,2026-01-28 13:00:00
28-01-2026,14:00:00,18.0,72,990.7,4.6,Clear sky,221,114.6,122.0,1315,17.8,2026-01-28 14:00:00
28-01-2026,15:00:00,18.3,71,990.3,5.0,Clear sky,223,112.2,119.0,1474,26.4,2026-01-28 15:00:00
28-01-2026,16:00:00,17.9,74,989.9,5.7,Clear sky,225,115.3,120.6,1707,39.8,2026-01-28 16:00:00
28-01-2026,17:00:00,16.2,80,989.7,6.5,Clear sky,227,116.2,120.1,1877,44.5,2026-01-28 17:00:00
29-01-2026,00:00:00,9.9,96,989.3,5.7,Clear sky,216,179.7,185.3,1930,77.6,2026-01-29 00:00:00
29-01-2026,01:00:00,9.1,97,988.9,5.2,Clear sky,215,176.5,182.5,1797,64.3,2026-01-29 01:00:00
29-01-2026,02:00:00,8.9,97,988.8,4.0,Clear sky,214,178.3,184.9,1695,53.5,2026-01-29 02:00:00
29-01-2026,03:00:00,8.9,98,988.9,3.2,Clear sky,213,181.1,188.1,1622,45.4,2026-01-29 03:00:00
29-01-2026,04:00:00,9.1,99,988.8,3.6,Overcast,214,182.5,189.5,1578,39.8,2026-01-29 04:00:00
29-01-2026,05:00:00,9.6,100,989.2,4.8,Overcast,214,221.2,229.1,1572,60.1,2026-01-29 05:00:00
29-01-2026,06:00:00,9.9,98,990.1,5.9,Overcast,216,204.4,211.9,1636,58.2,2026-01-29 06:00:00
29-01-2026,07:00:00,9.6,96,990.5,7.2,Overcast,217,204.4,210.0,1737,55.2,2026-01-29 07:00:00
29-01-2026,08:00:00,9.8,95,991.4,8.6,Overcast,218,200.7,205.4,1781,50.9,2026-01-29 08:00:00
29-01-2026,14:00:00,17.9,72,989.2,4.8,Clear sky,221,114.6,122.0,1338,17.8,2026-01-29 14:00:00
29-01-2026,15:00:00,18.2,72,988.8,5.2,Clear sky,223,112.2,119.0,1481,26.4,2026-01-29 15:00:00
29-01-2026,16:00:00,17.8,74,988.3,6.1,Clear sky,225,115.3,120.6,1695,39.8,2026-01-29 16:00:00
29-01-2026,17:00:00,16.0,81,988.1,5.9,Clear sky,227,116.2,120.1,1852,44.5,2026-01-29 17:00:00
29-01-2026,18:00:00,14.1,85,989.1,6.9,Clear sky,224,129.9,133.2,1898,46.9,2026-01-29 18:00:00
29-01-2026,19:00:00,13.4,89,989.5,6.9,Clear sky,221,135.0,138.3,1887,50.0,2026-01-29 19:00:00
29-01-2026,20:00:00,12.8,90,990.2,6.1,Clear sky,218,137.4,140.2,1849,51.1,2026-01-29 20:00:00
29-01-2026,21:00:00,12.0,92,990.6,5.1,Clear sky,215,138.3,141.1,1771,48.6,2026-01-29 21:00:00
29-01-2026,22:00:00,11.4,93,990.7,4.6,Clear sky,212,141.1,143.9,1666,44.1,2026-01-29 22:00:00
29-01-2026,23:00:00,11.1,94,990.6,3.2,Clear sky,210,143.9,146.7,1599,39.5,2026-01-29 23:00:00
30-01-2026,08:00:00,10.4,98,992.0,8.8,Overcast,202,197.0,201.6,1371,45.3,2026-01-30 08:00:00
30-01-2026,09:00:00,10.6,97,992.8,8.4,Overcast,200,184.4,190.0,1399,38.4,2026-01-30 09:00:00
30-01-2026,10:00:00,12.3,89,993.0,8.7,Clear sky,200,174.6,181.6,1407,28.8,2026-01-30 10:00:00
30-01-2026,11:00:00,14.5,82,992.4,6.2,Clear sky,200,151.8,160.2,1398,20.8,2026-01-30 11:00:00
30-01-2026,12:00:00,16.1,77,991.4,5.4,Clear sky,200,125.7,134.6,1345,14.8,2026-01-30 12:00:00
30-01-2026,13:00:00,17.5,72,990.3,5.5,Clear sky,202,108.5,116.9,1273,10.5,2026-01-30 13:00:00
30-01-2026,14:00:00,18.2,70,989.7,5.5,Clear sky,204,102.0,109.7,1263,10.8,2026-01-30 14:00:00
30-01-2026,17:00:00,16.1,80,988.7,7.8,Clear sky,210,114.1,119.0,1679,37.5,2026-01-30 17:00:00
30-01-2026,18:00:00,13.9,86,989.7,8.5,Clear sky,209,129.0,133.2,1765,39.8,2026-01-30 18:00:00
30-01-2026,19:00:00,13.3,90,990.1,8.8,Clear sky,207,135.0,139.2,1823,42.8,2026-01-30 19:00:00
30-01-2026,20:00:00,12.8,91,990.8,7.9,Clear sky,206,138.3,142.0,1841,44.0,2026-01-30 20:00:00
30-01-2026,21:00:00,12.3,92,991.2,6.3,Clear sky,204,140.2,143.9,1797,41.8,2026-01-30 21:00:00
30-01-2026,22:00:00,11.6,94,991.3,5.1,Clear sky,202,143.4,147.1,1714,37.8,2026-01-30 22:00:00
31-01-2026,08:00:00,8.7,100,990.1,8.5,Overcast,202,197.0,201.6,1647,45.3,2026-01-31 08:00:00
31-01-2026,09:00:00,9.6,99,990.9,8.6,Overcast,200,184.4,190.0,1546,38.4,2026-01-31 09:00:00
31-01-2026,10:00:00,11.5,88,991.2,8.6,Overcast,200,174.6,181.6,1408,28.8,2026-01-31 10:00:00
31-01-2026,11:00:00,13.8,85,990.6,6.1,Clear sky,200,151.8,160.2,1295,20.8,2026-01-31 11:00:00
31-01-2026,12:00:00,15.6,78,989.6,5.2,Clear sky,200,125.7,134.6,1210,14.8,2026-01-31 12:00:00
31-01-2026,14:00:00,17.9,72,987.9,5.6,Clear sky,204,102.0,109.7,1170,10.8,2026-01-31 14:00:00
31-01-2026,15:00:00,18.1,71,987.5,6.1,Clear sky,206,98.5,105.5,1335,19.5,2026-01-31 15:00:00
31-01-2026,16:00:00,17.6,74,987.1,6.6,Clear sky,208,101.7,107.3,1578,32.8,2026-01-31 16:00:00
31-01-2026,17:00:00,15.9,82,986.9,7.4,Clear sky,210,114.1,119.0,1750,37.5,2026-01-31 17:00:00
31-01-2026,18:00:00,13.6,90,987.7,8.6,Clear sky,209,129.0,133.2,1784,39.8,2026-01-31 18:00:00
31-01-2026,19:00:00,12.8,92,988.1,7.5,Clear sky,207,135.0,139.2,1747,42.8,2026-01-31 19:00:00
31-01-2026,20:00:00,12.2,93,988.9,7.3,Clear sky,206,138.3,142.0,1694,44.0,2026-01-31 20:00:00
31-01-2026,21:00:00,11.8,94,989.2,7.1,Clear sky,204,140.2,143.9,1628,41.8,2026-01-31 21:00:00
31-01-2026,23:00:00,10.4,97,989.1,4.3,Clear sky,201,145.8,149.5,1497,33.7,2026-01-31 23:00:00
01-02-2026,00:00:00,10.1,96,988.8,6.0,Clear sky,216,179.7,185.3,2027,77.6,2026-02-01 00:00:00
01-02-2026,01:00:00,9.4,96,988.5,4.6,Clear sky,215,176.5,182.5,1905,64.3,2026-02-01 01:00:00
01-02-2026,10:00:00,12.2,90,992.0,9.6,Mainly clear,217,178.8,184.9,1617,36.5,2026-02-01 10:00:00
01-02-2026,11:00:00,14.4,82,991.4,6.3,Clear sky,217,160.7,168.1,1549,29.7,2026-02-01 11:00:00
01-02-2026,12:00:00,16.0,77,990.3,5.9,Clear sky,218,136.9,144.8,1502,23.4,2026-02-01 12:00:00
01-02-2026,13:00:00,17.2,74,989.3,5.6,Clear sky,220,120.6,128.5,1470,18.2,2026-02-01 13:00:00
01-02-2026,15:00:00,18.2,72,988.2,6.3,Clear sky,223,112.2,119.0,1609,26.4,2026-02-01 15:00:00
01-02-2026,16:00:00,17.8,75,987.8,6.7,Clear sky,225,115.3,120.6,1780,39.8,2026-02-01 16:00:00
01-02-2026,17:00:00,16.2,81,987.5,6.6,Clear sky,227,116.2,120.1,1902,44.5,2026-02-01 17:00:00
01-02-2026,19:00:00,13.6,88,989.0,8.4,Clear sky,221,135.0,138.3,1907,50.0,2026-02-01 19:00:00
01-02-2026,20:00:00,13.1,90,989.8,7.1,Clear sky,218,137.4,140.2,1876,51.1,2026-02-01 20:00:00
01-02-2026,21:00:00,12.1,92,990.1,5.0,Clear sky,215,138.3,141.1,1846,48.6,2026-02-01 21:00:00
01-02-2026,22:00:00,11.8,93,990.3,5.2,Clear sky,212,141.1,143.9,1807,44.1,2026-02-01 22:00:00
01-02-2026,23:00:00,11.6,93,990.1,5.4,Clear sky,210,143.9,146.7,1762,39.5,2026-02-01 23:00:00
02-02-2026,00:00:00,11.1,97,987.3,6.5,Clear sky,199,161.6,167.6,1735,51.3,2026-02-02 00:00:00
02-02-2026,01:00:00,10.1,98,986.9,5.3,Clear sky,198,160.7,166.7,1633,42.3,2026-02-02 01:00:00
02-02-2026,02:00:00,9.9,98,986.8,4.4,Partly cloudy,198,162.1,169.0,1543,35.6,2026-02-02 02:00:00
02-02-2026,03:00:00,9.9,100,986.9,4.0,Overcast,198,165.3,172.3,1438,31.3,2026-02-02 03:00:00
02-02-2026,04:00:00,10.4,100,986.9,4.2,Overcast,199,168.1,175.6,1345,29.3,2026-02-02 04:00:00
02-02-2026,12:00:00,16.1,77,988.7,5.4,Clear sky,200,125.7,134.6,1402,14.8,2026-02-02 12:00:00
02-02-2026,13:00:00,17.5,72,987.7,5.5,Clear sky,202,108.5,116.9,1329,10.5,2026-02-02 13:00:00
02-02-2026,14:00:00,18.2,70,987.1,5.5,Clear sky,204,102.0,109.7,1326,10.8,2026-02-02 14:00:00
02-02-2026,15:00:00,18.4,69,986.7,6.7,Clear sky,206,98.5,105.5,1454,19.5,2026-02-02 15:00:00
02-02-2026,16:00:00,17.7,73,986.3,7.5,Clear sky,208,101.7,107.3,1653,32.8,2026-02-02 16:00:00
02-02-2026,17:00:00,16.1,80,986.0,7.8,Clear sky,210,114.1,119.0,1801,37.5,2026-02-02 17:00:00
02-02-2026,18:00:00,13.9,86,987.0,8.5,Clear sky,209,129.0,133.2,1851,39.8,2026-02-02 18:00:00
02-02-2026,21:00:00,12.3,92,988.5,6.3,Clear sky,204,140.2,143.9,1764,41.8,2026-02-02 21:00:00
02-02-2026,22:00:00,11.6,94,988.6,5.1,Clear sky,202,143.4,147.1,1675,37.8,2026-02-02 22:00:00
02-02-2026,23:00:00,11.1,95,988.4,4.8,Clear sky,201,145.8,149.5,1606,33.7,2026-02-02 23:00:00
03-02-2026,00:00:00,10.2,97,991.7,2.2,Clear sky,208,142.5,145.3,1624,34.9,2026-02-03 00:00:00
03-02-2026,01:00:00,9.7,98,991.4,2.5,Clear sky,206,143.0,145.3,1724,30.2,2026-02-03 01:00:00
03-02-2026,02:00:00,9.5,98,991.2,4.1,Clear sky,205,143.9,146.2,1762,27.3,2026-02-03 02:00:00
03-02-2026,10:00:00,13.4,91,995.0,1.2,Partly cloudy,194,143.9,145.3,1603,35.7,2026-02-03 10:00:00
03-02-2026,11:00:00,15.4,82,994.2,1.5,Mainly clear,194,123.9,126.7,1401,31.7,2026-02-03 11:00:00
03-02-2026,12:00:00,16.5,78,993.3,2.6,Mainly clear,193,117.6,121.1,1212,27.9,2026-02-03 12:00:00
03-02-2026,14:00:00,18.0,69,991.9,4.5,Clear sky,192,102.4,106.6,942,25.7,2026-02-03 14:00:00
03-02-2026,15:00:00,18.1,71,991.7,7.0,Clear sky,192,99.2,103.1,1019,36.1,2026-02-03 15:00:00
03-02-2026,16:00:00,17.5,75,991.5,8.2,Mainly clear,192,101.3,104.8,1194,51.2,2026-02-03 16:00:00
03-02-2026,17:00:00,16.2,80,991.5,8.0,Clear sky,191,152.7,157.4,1354,60.8,2026-02-03 17:00:00
03-02-2026,18:00:00,14.3,85,992.5,6.8,Clear sky,192,163.9,167.6,1490,59.3,2026-02-03 18:00:00
03-02-2026,19:00:00,13.6,87,992.6,6.1,Clear sky,193,164.8,168.1,1612,57.1,2026-02-03 19:00:00
03-02-2026,20:00:00,13.5,87,993.1,7.1,Clear sky,193,163.4,166.7,1642,53.5,2026-02-03 20:00:00
03-02-2026,21:00:00,13.1,88,993.5,8.0,Clear sky,194,160.7,163.4,1516,48.0,2026-02-03 21:00:00
03-02-2026,22:00:00,12.5,91,993.6,8.9,Clear sky,195,158.8,161.1,1298,41.3,2026-02-03 22:00:00
